OBJECTID,COSEWICID,SCI_NAME,COM_NAME_E,COM_NAME_F,TAXON_E,TAXON_F,SAR_STAT_E,SAR_STAT_F,SCHEDULE_E,SCHEDULE_F,SOURCE_E,SOURCE_F,FCLASS,IMAGE_SRC,Reviewed_YN,Reviewer,ReviewDateDMY,Historical_YN,EC_SOI_YN,DataSource,MB_YN,Shape_STArea__,Shape_STLength__,Shape_Length,Shape_Area,COSEWICID_NAME
238,210,Fraxinus quadrangulata,Blue Ash,Frêne bleu,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Unknown,Inconnu,Fraxinus_quadrangulata, ,N,,,N,Y,Environment Canada,,0.195536313,4.878220527,4.878220527,0.195536313,COSEWICID_210
239,211,Buchnera americana,Bluehearts,Buchnéra d'Amérique,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Buchnera_americana, ,N,,,N,Y,Environment Canada,,0.027090592,0.681518664,0.681518664,0.027090592,COSEWICID_211
240,212,Woodsia obtusa,Blunt–lobed Woodsia,Woodsie à lobes arrondis,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Unknown,Inconnu,Woodsia_obtusa, ,N,,,N,Y,Environment Canada,,0.023152641,1.229099528,1.229099528,0.023152641,COSEWICID_212
241,213,Smilax rotundifolia,Round-leaved Greenbrier (Great Lakes Plains population),Smilax à feuilles rondes (Population des plaines des Grands Lacs),Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Unknown,Inconnu,Smilax_rotundifolia, ,N,,,N,Y,Environment Canada,,0.063811185,2.015822271,2.015822271,0.063811185,COSEWICID_213
242,214,Aletris farinosa,Colicroot,Alétris farineux,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Unknown,Inconnu,Aletris_farinosa, ,N,,,N,Y,Environment Canada,,0.038256728,1.431439139,1.431439139,0.038256728,COSEWICID_214
243,215,Vaccinium stamineum,Deerberry,Airelle à longues étamines,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Unknown,Inconnu,Vaccinium_stamineum, ,N,,,N,Y,Environment Canada,,0.020254295,1.015376233,1.015376233,0.020254295,COSEWICID_215
244,217,Panax quinquefolius,American Ginseng,Ginseng à cinq folioles,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Panax_quinquefolius, ,N,,,N,Y,Environment Canada,,14.89873191,60.6551176,60.6551176,14.89873191,COSEWICID_217
245,218,Tephrosia virginiana,Virginia Goat's–rue,Téphrosie de Virginie,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Tephrosia_virginiana, ,N,,,N,Y,Environment Canada,,0.004184094,0.329810235,0.329810235,0.004184094,COSEWICID_218
246,219,Lophiola aurea,Goldencrest,Lophiolie dorée,Vascular Plants,Plantes vasculaires,Special Concern,Préoccupante,Schedule 1,Annexe 1,Unknown,Inconnu,Lophiola_aurea, ,N,,,N,Y,Environment Canada,,0.032600224,1.515498096,1.515498096,0.032600224,COSEWICID_219
247,221,Hydrastis canadensis,Goldenseal,Hydraste du Canada,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Unknown,Inconnu,Hydrastis_canadensis, ,N,,,N,Y,Environment Canada,,0.103442649,3.442033305,3.442033305,0.103442649,COSEWICID_221
248,222,Gymnocladus dioicus,Kentucky Coffee–tree,Chicot févier,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Unknown,Inconnu,Gymnocladus_dioicus, ,N,,,N,Y,Environment Canada,,0.177682111,4.791788094,4.791788094,0.177682111,COSEWICID_222
249,224,Triphora trianthophoros,Nodding Pogonia,Triphore penché,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Triphora_trianthophora, ,N,,,N,Y,Environment Canada,,0.042720615,0.999502067,0.999502067,0.042720615,COSEWICID_224
250,225,Cirsium pitcheri,Pitcher's Thistle,Chardon de Pitcher,Vascular Plants,Plantes vasculaires,Special Concern,Préoccupante,Schedule 1,Annexe 1,Unknown,Inconnu,Cirsium_pitcheri, ,N,,,N,Y,Environment Canada,,0.059021378,2.3743458,2.3743458,0.059021378,COSEWICID_225
251,226,Sabatia kennedyana,Plymouth Gentian,Sabatie de Kennedy,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Sabatia_kennedyana, ,N,,,N,Y,Environment Canada,,0.027701335,1.050511144,1.050511144,0.027701335,COSEWICID_226
252,227,Liparis liliifolia,Purple Twayblade,Liparis à feuilles de lis,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Unknown,Inconnu,Liparis_liliifolia, ,N,,,N,Y,Environment Canada,,0.065025521,2.094865748,2.094865748,0.065025521,COSEWICID_227
253,228,Morus rubra,Red Mulberry,Mûrier rouge,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Morus_rubra, ,N,,,N,Y,Environment Canada,,0.177429315,5.281790623,5.281790623,0.177429315,COSEWICID_228
254,229,Lachnanthes caroliniana,Redroot,Lachnanthe de Caroline,Vascular Plants,Plantes vasculaires,Special Concern,Préoccupante,Schedule 1,Annexe 1,Unknown,Inconnu,Lachnanthes_caroliniana, ,N,,,N,Y,Environment Canada,,0.035860661,0.694046015,0.694046015,0.035860661,COSEWICID_229
255,232,Clethra alnifolia,Sweet Pepperbush,Clèthre à feuilles d'aulne,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Unknown,Inconnu,Clethra_alnifolia, ,N,,,N,Y,Environment Canada,,0.012835461,0.679715674,0.679715674,0.012835461,COSEWICID_232
256,234,Polemonium vanbruntiae,Van Brunt's Jacob's–ladder,Polémoine de Van Brunt,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Polemonium_vanbruntiae,polevan.JPG,N,,,N,Y,SARR,,0.17881456,2.269337843,2.269337843,0.17881456,COSEWICID_234
257,238,Eurybia divaricata,White Wood Aster,Aster à rameaux étalés,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Eurybia_divaricata,eurydiv.JPG,N,,,N,Y,SARR,,0.295082927,5.129908397,5.129908397,0.295082927,COSEWICID_238
258,240,Frasera caroliniensis,American Columbo,Frasère de Caroline,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Frasera_caroliniensis,fras_car_1.JPG,N,,,N,Y,COSEWIC,,0.110789587,3.406340444,3.406340444,0.110789587,COSEWICID_240
259,241,Bartonia paniculata ssp. paniculata,Branched Bartonia,Bartonie paniculée,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Bartonia_paniculata_paniculata,bartpan.JPG,N,,,N,Y,SARR,,0.194618848,2.978714051,2.978714051,0.194618848,COSEWICID_241
260,245,Rosa setigera,Climbing Prairie Rose,Rosier sétigère,Vascular Plants,Plantes vasculaires,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Rosa_setigera,rosaset.JPG,N,,,N,Y,SARR,,0.249221386,5.646642131,5.646642131,0.249221386,COSEWICID_245
261,246,Liatris spicata,Dense Blazing Star,Liatris à épi,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Unknown,Inconnu,Liatris_spicata, ,N,,,N,Y,Environment Canada,,0.193066259,5.817084868,5.817084868,0.193066259,COSEWICID_246
262,247,Celtis tenuifolia,Dwarf Hackberry,Micocoulier rabougri,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Celtis_tenuifolia,celtten.JPG,N,,,N,Y,SARR,,0.073244832,2.404187717,2.404187717,0.073244832,COSEWICID_247
263,248,Platanthera leucophaea,Eastern Prairie Fringed–orchid,Platanthère blanchâtre de l'Est,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Platanthera_leucophaea,platleu.JPG,N,,,N,Y,SARR,,0.440492175,7.932281392,7.932281392,0.440492175,COSEWICID_248
264,249,Enemion biternatum,False Rue–anemone,Isopyre à feuilles biternées,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Enemion_biternatum,enembit.JPG,N,,,N,Y,SARR,,0.070186933,1.882976082,1.882976082,0.070186933,COSEWICID_249
265,250,Trichophorum planifolium,Bashful Bulrush,Trichophore à feuilles plates,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Trichophorum_planifolium, ,N,,,N,Y,Environment Canada,,0.021902731,0.772299822,0.772299822,0.021902731,COSEWICID_250
266,252,Symphyotrichum laurentianum,Gulf of St. Lawrence Aster,Aster du golfe Saint–Laurent,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Symphyotrichum_laurentianum,symplau.JPG,N,,,N,Y,SARR,,0.154712232,5.675820505,5.675820505,0.154712232,COSEWICID_252
267,254,Potamogeton hillii,Hill's Pondweed,Potamot de Hill,Vascular Plants,Plantes vasculaires,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Potamogeton_hillii,potahil.JPG,N,,,N,Y,SARR,,0.631196615,7.243203784,7.243203784,0.631196615,COSEWICID_254
268,255,Ptelea trifoliata,Common Hoptree,Ptéléa trifolié,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Ptelea_trifoliata,pteltri.JPG,N,,,N,Y,SARR,,0.162361247,5.272597343,5.272597343,0.162361247,COSEWICID_255
269,256,Arnoglossum plantagineum,Tuberous Indian–plantain,Arnoglosse plantain,Vascular Plants,Plantes vasculaires,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Arnoglossum_plantagineum,arnopla.JPG,N,,,N,Y,SARR,,0.149031394,4.190710914,4.190710914,0.149031394,COSEWICID_256
270,258,Lilaeopsis chinensis,Eastern Lilaeopsis,Liléopsis de l'Est,Vascular Plants,Plantes vasculaires,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Lilaeopsis_chinensis,lilachi.JPG,N,,,N,Y,SARR,,0.070203659,1.966063762,1.966063762,0.070203659,COSEWICID_258
271,260,Juncus caesariensis,New Jersey Rush,Jonc du New Jersey,Vascular Plants,Plantes vasculaires,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Juncus_caesariensis,junccae.JPG,N,,,N,Y,SARR,,0.056032113,1.588646448,1.588646448,0.056032113,COSEWICID_260
272,266,Hibiscus moscheutos,Swamp Rose–mallow,Ketmie des marais,Vascular Plants,Plantes vasculaires,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Hibiscus_moscheutos,hibimos.JPG,N,,,N,Y,SARR,,0.329886984,8.399804711,8.399804711,0.329886984,COSEWICID_266
273,267,Gentianopsis virgata ssp. victorinii,Victorin's Gentian,Gentiane de Victorin,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Gentianopsis_virgata_victorinii,gentvir.JPG,N,,,N,Y,SARR,,0.381313568,8.670585429,8.670585429,0.381313568,COSEWICID_267
274,268,Cicuta maculata var. victorinii,Victorin's Water–hemlock,Cicutaire de Victorin,Vascular Plants,Plantes vasculaires,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Cicuta_maculata_victorinii,cicumac.JPG,N,,,N,Y,SARR,,0.447541076,9.646757104,9.646757104,0.447541076,COSEWICID_268
275,270,Camassia scilloides,Wild Hyacinth,Camassie faux–scille,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Camassia_scilloides,camasci.JPG,N,,,N,Y,SARR,,0.04171105,1.306833388,1.306833388,0.04171105,COSEWICID_270
276,271,Coluber constrictor foxii,Blue Racer,Couleuvre agile bleue,Reptiles,Reptiles,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Coluber_constrictor_foxii,colucon.JPG,N,,,N,Y,SARR,,0.004447709,0.264792377,0.264792377,0.004447709,COSEWICID_271
277,272,Acris blanchardi,Blanchard's Cricket Frog,Rainette grillon de Blanchard,Amphibians,Amphibiens,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Acris_blanchardi, ,N,,,N,Y,Environment Canada,,0.000339756,0.066375583,0.066375583,0.000339756,COSEWICID_272
278,273,Nerodia sipedon insularum,Lake Erie Watersnake,Couleuvre d'eau du lac Érié,Reptiles,Reptiles,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Nerodia_sipedon_insularum,nero_sip.JPG,N,,,N,Y,COSEWIC,,0.001505204,0.144901261,0.144901261,0.001505204,COSEWICID_273
279,276,Emydoidea blandingii,Blanding's Turtle (Nova Scotia population),Tortue mouchetée (Population de la Nouvelle-Écosse),Reptiles,Reptiles,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Emydoidea_blandingii_ns,emydbla_ns.JPG,N,,,N,Y,SARR,,0.087363715,1.315072418,1.315072418,0.087363715,COSEWICID_276
280,277,Sistrurus catenatus,Massasauga,Massasauga,Reptiles,Reptiles,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Sistrurus_catenatus,sistcat.JPG,N,,,N,Y,SARR,,1.564806169,11.28187668,11.28187668,1.564806169,COSEWICID_277
281,278,Apalone spinifera,Spiny Softshell,Tortue molle à épines,Reptiles,Reptiles,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Apalone_spinifera,apalspi.JPG,N,,,N,Y,SARR,,1.929485993,17.88587489,17.88587489,1.929485993,COSEWICID_278
282,281,Anaxyrus fowleri,Fowler's Toad,Crapaud de Fowler,Amphibians,Amphibiens,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Anaxyrus_fowleri, ,N,,,N,Y,Environment Canada,,0.047135094,5.913534212,5.913534212,0.047135094,COSEWICID_281
283,284,Ambystoma texanum,Small–mouthed Salamander,Salamandre à petite bouche,Amphibians,Amphibiens,Endangered,En voie de disparition,Schedule 1,Annexe 1,Non-digitized,NatureServe,Ambystoma_texanum, ,N,,,N,Y,NatureServe,,0.004791721,0.332809469,0.332809469,0.004791721,COSEWICID_284
284,285,Clemmys guttata,Spotted Turtle,Tortue ponctuée,Reptiles,Reptiles,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Clemmys_guttata,clemgut.JPG,N,,,N,Y,SARR,,7.091634474,29.62608277,29.62608277,7.091634474,COSEWICID_285
285,286,Glyptemys insculpta,Wood Turtle,Tortue des bois,Reptiles,Reptiles,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Glyptemys_insculpta,glyp_ins.JPG,N,,,N,Y,COSEWIC,,25.64332198,103.7616946,103.7616946,25.64332198,COSEWICID_286
286,288,Trillium flexipes,Drooping Trillium,Trille à pédoncule incliné,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Trillium_flexipes, ,N,,,N,Y,Environment Canada,,0.017287904,0.670911927,0.670911927,0.017287904,COSEWICID_288
287,293,Lycaeides melissa samuelis,Karner Blue,Bleu mélissa,Arthropods,Arthropodes,Extirpated,Disparue du pays,Schedule 1,Annexe 1,Digitized,Numérisé,Lycaeides_melissa_samuelis,Lyca_meli_samu.JPG,N,,,N,Y,LAP_SAR_O2_20130328,,0.081760661,2.425104374,2.425104374,0.081760661,COSEWICID_293
288,301,Heterodon platirhinos,Eastern Hog–nosed Snake,Couleuvre à nez plat,Reptiles,Reptiles,Threatened,Menacée,Schedule 1,Annexe 1,Unknown,Inconnu,Heterodon_platirhinos, ,N,,,N,Y,Environment Canada,,6.200467742,26.10552045,26.10552045,6.200467742,COSEWICID_301
289,304,Coenonympha nipisiquit,Maritime Ringlet,Satyre fauve des Maritimes,Arthropods,Arthropodes,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Coenonympha_nipisiquit, ,N,,,N,Y,Environment Canada,,0.008330453,0.720954995,0.720954995,0.008330453,COSEWICID_304
290,526,Microtus pinetorum,Woodland Vole,Campagnol sylvestre,Mammals,Mammifères,Special Concern,Préoccupante,Schedule 1,Annexe 1,Unknown,Inconnu,Microtus_pinetorum, ,N,,,N,Y,Environment Canada,,1.329176265,12.40210566,12.40210566,1.329176265,COSEWICID_526
291,1160,Gyrinophilus porphyriticus,Spring Salamander (Adirondack / Appalachian population),Salamandre pourpre (Population des Adirondacks et des Appalaches),Amphibians,Amphibiens,No Status,Aucun statut,No schedule,Aucune annexe,Digitized,Numérisé,Gyrinophilus_porphyriticus,gyripor.JPG,N,,,N,Y,SARR,,1.229604312,6.046150995,6.046150995,1.229604312,COSEWICID_1160
292,568,Solidago speciosa,Showy Goldenrod,Verge d'or voyante,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Solidago_speciosa, ,N,,,N,Y,Environment Canada,,0.024673155,0.668019866,0.668019866,0.024673155,COSEWICID_568
293,570,Symphyotrichum praealtum,Willowleaf Aster,Aster très élevé,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Symphyotrichum_praealtum,symppra.JPG,N,,,N,Y,SARR,,0.089205422,2.799925835,2.799925835,0.089205422,COSEWICID_570
294,571,Symphyotrichum prenanthoides,Crooked–stem Aster,Aster fausse–prenanthe,Vascular Plants,Plantes vasculaires,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Symphyotrichum_prenanthoides,symppre.JPG,N,,,N,Y,SARR,,0.165744961,3.459404814,3.459404814,0.165744961,COSEWICID_571
295,575,Carex juniperorum,Juniper Sedge,Carex des genévriers,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Carex_juniperorum, ,N,,,N,Y,Environment Canada,,0.017661412,0.504895746,0.504895746,0.017661412,COSEWICID_575
296,584,Catharus bicknelli,Bicknell's Thrush,Grive de Bicknell,Birds,Oiseaux,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Catharus_bicknelli,Cath_bick.JPG,N,,,N,Y,LAP_SAR_O2_20130328,N,2.791339232,24.77713018,24.77713018,2.791339232,COSEWICID_584
297,585,Regina septemvittata,Queensnake,Couleuvre royale,Reptiles,Reptiles,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Regina_septemvittata, ,N,,,N,Y,Environment Canada,,0.780453267,11.44691261,11.44691261,0.780453267,COSEWICID_585
298,588,Thamnophis butleri,Butler's Gartersnake,Couleuvre à petite tête,Reptiles,Reptiles,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Thamnophis_butleri, ,N,,,N,Y,Environment Canada,,0.408516526,6.863416611,6.863416611,0.408516526,COSEWICID_588
299,590,Callophrys irus,Frosted Elfin,Lutin givré,Arthropods,Arthropodes,Extirpated,Disparue du pays,Schedule 1,Annexe 1,Digitized,Numérisé,Callophrys_irus,Call_irus.JPG,N,,,N,Y,LAP_SAR_O2_20130328,,0.293371193,2.848149386,2.848149386,0.293371193,COSEWICID_590
300,611,Tyto alba,Barn Owl (Eastern population),Effraie des clochers (Population de l'Est),Birds,Oiseaux,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Tyto_alba_east, ,N,,,N,Y,Environment Canada,N,1.55561631,14.18217942,14.18217942,1.55561631,COSEWICID_611
301,633,Eleocharis tuberculosa,Tubercled Spike–rush,Éléocharide tuberculée,Vascular Plants,Plantes vasculaires,Special Concern,Préoccupante,Schedule 1,Annexe 1,Unknown,Inconnu,Eleocharis_tuberculosa, ,N,,,N,Y,Environment Canada,,0.040126202,1.079296681,1.079296681,0.040126202,COSEWICID_633
302,642,Ambystoma jeffersonianum,Jefferson Salamander,Salamandre de Jefferson,Amphibians,Amphibiens,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Ambystoma_jeffersonianum, ,N,,,N,Y,Environment Canada,,0.702304322,7.171942963,7.171942963,0.702304322,COSEWICID_642
303,646,Eleocharis equisetoides,Horsetail Spike–rush,Éléocharide fausse–prêle,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Eleocharis_equisetoides, ,N,,,N,Y,Environment Canada,,0.008604774,0.334521068,0.334521068,0.008604774,COSEWICID_646
304,647,Asplenium scolopendrium,Hart's–tongue Fern,Scolopendre,Vascular Plants,Plantes vasculaires,Special Concern,Préoccupante,Schedule 1,Annexe 1,Unknown,Inconnu,Asplenium_scolopendrium, ,N,,,N,Y,Environment Canada,,0.468690768,9.400692863,9.400692863,0.468690768,COSEWICID_647
305,678,Salix jejuna,Barrens Willow,Saule des landes,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Salix_jejuna, ,N,,,N,Y,Environment Canada,,0.063098134,1.493698169,1.493698169,0.063098134,COSEWICID_678
306,682,Crotalus horridus,Timber Rattlesnake,Crotale des bois,Reptiles,Reptiles,Extirpated,Disparue du pays,Schedule 1,Annexe 1,Digitized,Numérisé,Crotalus_horridus,Crot_horr.JPG,N,,,N,Y,LAP_SAR_O2_20130328,,6.55434E-06,0.026147793,0.026147793,6.55434E-06,COSEWICID_682
307,687,Charadrius melodus melodus,Piping Plover melodus subspecies,Pluvier siffleur de la sous-espèce melodus,Birds,Oiseaux,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Charadrius_melodus_melodus, ,N,,,N,Y,Environment Canada,Y,1.209207788,49.42758062,49.42758062,1.209207788,COSEWICID_687
308,695,Ambystoma tigrinum,Tiger Salamander (Great Lakes population),Salamandre tigrée (Population des Grands Lacs),Amphibians,Amphibiens,Extirpated,Disparue du pays,Schedule 1,Annexe 1,Digitized,Numérisé,Ambystoma_tigrinum_Great_Lakes,Amby_tigr.jpg,N,,,Y,Y,LAP_SAR_O2_20130328,,0.001711779,0.189583625,0.189583625,0.001711779,COSEWICID_695
309,702,Erioderma pedicellatum,Boreal Felt Lichen (Atlantic population),Érioderme boréal (Population de l'Atlantique),Lichens,Lichens,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Erioderma_pedicellatum,erioped.JPG,N,,,N,Y,SARR,,0.058812498,1.634459384,1.634459384,0.058812498,COSEWICID_702
310,703,Erioderma pedicellatum,Boreal Felt Lichen (Boreal population),Érioderme boréal (Population boréale),Lichens,Lichens,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Erioderma_pedicellatum_nl,erioped_b.JPG,N,,,N,Y,SARR,,0.673163691,13.20410476,13.20410476,0.673163691,COSEWICID_703
311,705,Tetraneuris herbacea,Lakeside Daisy,Hyménoxys herbacé,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Hymenoxys_herbacea,hyme_her.JPG/hyme_her_1.JPG,N,,,N,Y,SARR,,0.01522801,1.808619451,1.808619451,0.01522801,COSEWICID_705
312,706,Sternotherus odoratus,Eastern Musk Turtle,Tortue musquée,Reptiles,Reptiles,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Sternotherus_odoratus,sterodo.JPG,N,,,N,Y,SARR,,3.997496954,15.0889139,15.0889139,3.997496954,COSEWICID_706
313,709,Thamnophis sauritus,Eastern Ribbonsnake (Great Lakes population),Couleuvre mince (Population des Grands Lacs),Reptiles,Reptiles,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Thamnophis_sauritus,thamsau.JPG,N,,,N,Y,SARR,,8.009370663,34.74078186,34.74078186,8.009370663,COSEWICID_709
314,712,Graptemys geographica,Northern Map Turtle,Tortue géographique,Reptiles,Reptiles,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Graptemys_geographica,grapgeo.JPG,N,,,N,Y,SARR,,9.162172061,49.57401537,49.57401537,9.162172061,COSEWICID_712
315,714,Lampropeltis triangulum,Eastern Milksnake,Couleuvre tachetée,Reptiles,Reptiles,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Lampropeltis_triangulum,lamptri.JPG,N,,,N,Y,SARR,,17.26890214,50.48099276,50.48099276,17.26890214,COSEWICID_714
316,728,Thamnophis sauritus,Eastern Ribbonsnake (Atlantic population),Couleuvre mince (Population de l'Atlantique),Reptiles,Reptiles,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Thamnophis_sauritus_ns,thamsau_atl.JPG,N,,,N,Y,SARR,,0.245706793,2.105198026,2.105198026,0.245706793,COSEWICID_728
317,734,Ptychomitrium incurvum,Incurved Grizzled Moss,Ptychomitre à feuilles incurvées,Mosses,Mousses,Extirpated,Disparue du pays,Schedule 1,Annexe 1,Digitized,Numérisé,Ptychomitrium_incurvum,Ptyc_incu.JPG,N,,,N,Y,LAP_SAR_O2_20130328,,0.16446805,1.701348097,1.701348097,0.16446805,COSEWICID_734
318,744,Aristida basiramea,Forked Three–awned Grass,Aristide à rameaux basilaires,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Aristida_basiramea,arisbas.JPG,N,,,N,Y,SARR,,0.211431297,3.828147437,3.828147437,0.211431297,COSEWICID_744
319,757,Bryoandersonia illecebra,Spoon–leaved Moss,Andersonie charmante,Mosses,Mousses,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Bryoandersonia_illecebra,bryoill.JPG,N,,,N,Y,SARR,,0.07682691,2.454974753,2.454974753,0.07682691,COSEWICID_757
320,793,Juglans cinerea,Butternut,Noyer cendré,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Juglans_cinerea,juglcin.JPG,N,,,N,Y,SARR,,26.47142618,74.86159188,74.86159188,26.47142618,COSEWICID_793
321,807,Cirsium hillii,Hill's Thistle,Chardon de Hill,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Cirsium_hillii,cirshil.JPG,N,,,N,Y,SARR,,1.119780351,11.0381542,11.0381542,1.119780351,COSEWICID_807
322,814,Loxia curvirostra percna,Red Crossbill percna subspecies,Bec-croisé des sapins de la sous-espèce percna,Birds,Oiseaux,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Loxia_curvirostra_percna,loxicur.JPG,N,,,N,Y,SARR,Y,13.2428169,73.47705295,73.47705295,13.2428169,COSEWICID_814
323,826,Iris lacustris,Dwarf Lake Iris,Iris lacustre,Vascular Plants,Plantes vasculaires,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Iris_lacustris,irislac.JPG,N,,,N,Y,SARR,,0.503947953,5.687209785,5.687209785,0.503947953,COSEWICID_826
