OBJECTID,COSEWICID,SCI_NAME,COM_NAME_E,COM_NAME_F,TAXON_E,TAXON_F,SAR_STAT_E,SAR_STAT_F,SCHEDULE_E,SCHEDULE_F,SOURCE_E,SOURCE_F,FCLASS,IMAGE_SRC,Reviewed_YN,Reviewer,ReviewDateDMY,Historical_YN,EC_SOI_YN,DataSource,MB_YN,Shape_STArea__,Shape_STLength__,Shape_Length,Shape_Area,COSEWICID_NAME
407,1178,Tryngites subruficollis,Buff–breasted Sandpiper,Bécasseau roussâtre,Birds,Oiseaux,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Buff_Breasted_sandpiper, ,N,,,N,Y,University of Ottawa,Y,150.1518494,472.6175734,472.6175734,150.1518494,COSEWICID_1178
408,636,Rangifer tarandus,Woodland Caribou (Boreal population),Caribou des bois (Population boréale),Mammals,Mammifères,Threatened,Menacée,Schedule 1,Annexe 1,Unknown,Inconnu,Caribou_Boreal, ,N,,,N,Y,University of Ottawa,,386.4801481,267.7488103,267.7488152,386.4801519,COSEWICID_636
409,1266,Rangifer tarandus,Caribou (Central Mountain population),Caribou (Population des montagnes du centre),Mammals,Mammifères,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Caribou_Central_Mountains, ,N,,,N,N,University of Ottawa,,7.195475089,25.54068363,25.54068363,7.195475089,COSEWICID_1266
410,144,Rangifer tarandus,Woodland Caribou (Atlantic-Gaspesie population),Caribou des bois (Population de la Gaspésie-Atlantique),Mammals,Mammifères,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Caribou_Gaspesie, ,N,,,N,Y,University of Ottawa,,0.104751358,2.454271976,2.454271976,0.104751358,COSEWICID_144
411,335,Rangifer tarandus,Caribou (Newfoundland population),Caribou (population de Terre-Neuve),Mammals,Mammifères,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Caribou_Newfoundland, ,N,,,N,N,University of Ottawa,,6.62557183,45.44999613,45.44999613,6.62557183,COSEWICID_335
412,637,Rangifer tarandus,Woodland Caribou (Northern Mountain population),Caribou (Population des montagnes du Nord),Mammals,Mammifères,Special Concern,Préoccupante,Schedule 1,Annexe 1,Unknown,Inconnu,Caribou_Northern_Mountain, ,N,,,N,Y,University of Ottawa,,126.5743164,92.94851898,92.94851898,126.5743164,COSEWICID_637
413,638,Rangifer tarandus,Woodland Caribou (Southern Mountain population),Caribou (Population des montagnes du Sud),Mammals,Mammifères,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Caribou_Southern_Mountains, ,N,,,N,Y,University of Ottawa,,8.537830226,32.60067705,32.60067705,8.537830226,COSEWICID_638
414,1270,Ptychoramphus aleuticus,Cassin's Auklet,Starique de Cassin,Birds,Oiseaux,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Cassins_Auklet, ,N,,,N,N,University of Ottawa,Y,2.794643174,14.84821299,14.8482205,2.794644818,COSEWICID_1270
415,1169,Ochotona collaris,Collared Pika,Pica à collier,Mammals,Mammifères,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Collared_Pika, ,N,,,N,Y,University of Ottawa,,116.8942487,45.47342736,45.47342736,116.8942487,COSEWICID_1169
416,1088,Collema coniophilum,Crumpled Tarpaper Lichen,Collème bâche,Lichens,Lichens,Threatened,Menacée,No schedule,Aucune Annexe,Unknown,Inconnu,Crumbled_tarpaper_Lichen, ,N,,,N,Y,University of Ottawa,,0.183997157,1.884571898,1.884571898,0.183997157,COSEWICID_1088
417,1143,Germaria angustata,Dune Tachinid Fly,Mouche tachinide des dunes,Arthropods,Arthropodes,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Dune_tachinid_Fly, ,N,,,N,Y,University of Ottawa,,6.018228942,11.78577559,11.78577559,6.018228942,COSEWICID_1143
418,1170,Baccharis halimifolia,Eastern Baccharis,Baccharis à feuilles d'arroche,Vascular Plants,Plantes vasculaires,Threatened,Menacée,No schedule,Aucune Annexe,Unknown,Inconnu,Eastern_Baccharis_Feuilles_Arroche, ,N,,,N,Y,University of Ottawa,,0.006035232,0.356882193,0.356882193,0.006035232,COSEWICID_1170
419,708,Terrapene carolina,Eastern Box Turtle,Tortue boîte de l’Est,Reptiles,Reptiles,Extirpated,Disparue du pays,No schedule,Aucune Annexe,Unknown,Inconnu,Eastern_Box_Turtle_Historical, ,N,,,Y,N,University of Ottawa,,2.911499077,11.81858779,11.81858779,2.911499077,COSEWICID_708
420,1144,Sturnella magna,Eastern Meadowlark,Sturnelle des prés,Birds,Oiseaux,Threatened,Menacée,No schedule,Aucune Annexe,Unknown,Inconnu,Eastern_meadowlark, ,N,,,N,Y,University of Ottawa,Y,55.73092511,125.9100559,125.9100559,55.73092511,COSEWICID_1144
421,1198,Contopus virens,Eastern Wood–pewee,Pioui de l’Est,Birds,Oiseaux,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Eastern_Pewee, ,N,,,N,Y,University of Ottawa,Y,144.958237,226.6635637,226.6635637,144.958237,COSEWICID_1198
422,1227,Ambystoma tigrinum,Eastern Tiger Salamander (Carolinian population),Salamandre tigrée de l’Est (population Carolinienne),Amphibians,Amphibiens,Extirpated,Disparue du pays,No schedule,Aucune Annexe,Unknown,Inconnu,Eastern_Tiger_Salamander_carolinian_historical, ,N,,,Y,Y,University of Ottawa,,0.000309421,0.062358089,0.062359963,0.000309458,COSEWICID_1227
423,1231,Ambystoma tigrinum,Eastern Tiger Salamander (Prairie population),Salamandre tigrée de l’Est (Population des Prairies),Amphibians,Amphibiens,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Eastern_Tiger_Salamander_Prairie, ,N,,,N,Y,University of Ottawa,,0.127876982,1.539191775,1.539191775,0.127876982,COSEWICID_1231
424,1245,Peltigera hydrothyria,Eastern Waterfan,Peltigère éventail d'eau de l'Est,Lichens,Lichens,Threatened,Menacée,No schedule,Aucune Annexe,Unknown,Inconnu,Eastern_Waterfan, ,N,,,N,Y,University of Ottawa,,2.021779255,16.55276096,16.55276284,2.021779628,COSEWICID_1245
425,1277,Vernonia fasciculata,Fascicled Ironweed,Vernonie fasciculée,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Fascicled_Ironweed, ,N,,,N,N,University of Ottawa,,0.003624018,0.53773611,0.537737973,0.003624042,COSEWICID_1277
426,739,Sclerophora peronella,Frosted Glass-whiskers (Nova Scotia population),Sclérophore givré (Population de Nouvelle-Écosse),Lichens,Lichens,Special Concern,Préoccupante,Schedule 1,Annexe 1,Unknown,Inconnu,Frosted_Glass_Whiskers_Atlantic, ,N,,,N,Y,University of Ottawa,,1.76670167,12.97646006,12.97646006,1.76670167,COSEWICID_739
427,882,Sclerophora peronella,Frosted Glass-whiskers (Pacific population),Sclérophore givré (Population du Pacific),Lichens,Lichens,No Status,Aucun statut,No schedule,Aucune Annexe,Unknown,Inconnu,Frosted_Glass_Whiskers_Pacific, ,N,,,N,N,University of Ottawa,,0.888465123,3.47330783,3.473309206,0.888466531,COSEWICID_882
428,1176,Gnaphosa snohomish,Georgia Basin Bog Spider,Gnaphose de Snohomish,Arthropods,Arthropodes,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Georgia_Basin_Bog_Spider, ,N,,,N,Y,University of Ottawa,,0.061471185,2.150599503,2.150599503,0.061471185,COSEWICID_1176
429,1200,Cicindela formosa gibsoni,Gibson's Big Sand Tiger Beetle,Cicindèle à grandes taches de Gibson,Arthropods,Arthropodes,Threatened,Menacée,No schedule,Aucune Annexe,Unknown,Inconnu,Gibson_Big_Sand_Tiger_Beetle, ,N,,,N,Y,University of Ottawa,,4.140993947,9.140214718,9.140214718,4.140993947,COSEWICID_1200
430,1241,Ammodramus savannarum pratensis,"Grasshopper Sparrow, pratensis subspecies",Bruant sauterelle de la sous–espèce de l’Est,Birds,Oiseaux,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Grasshopper_Sparrow, ,N,,,N,Y,University of Ottawa,Y,70.40288267,82.26161501,82.26161501,70.40288267,COSEWICID_1241
431,1207,Hypochlora alba,Greenish–white Grasshopper,Criquet de l'armoise,Arthropods,Arthropodes,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Greenish_White_Grasshopper, ,N,,,N,Y,University of Ottawa,,7.0090802,17.6350494,17.6350494,7.0090802,COSEWICID_1207
432,1207,Hypochlora alba,Greenish–white Grasshopper,Criquet de l'armoise,Arthropods,Arthropodes,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Greenish_White_Grasshopper_Historical, ,N,,,Y,Y,University of Ottawa,,3.896774464,15.99891582,15.99891582,3.896774464,COSEWICID_1207
433,1271,Arnica griscomii ssp. griscomii,Griscom’s Arnica,Arnica de Griscom,Vascular Plants,Plantes vasculaires,Threatened,Menacée,No schedule,Aucune Annexe,Unknown,Inconnu,Griscoms_Arnica, ,N,,,N,N,University of Ottawa,,1.473297221,12.43185876,12.43185876,1.473297221,COSEWICID_1271
434,1195,Ursus arctos,Grizzly Bear (Western population),Ours grizzli (Population de l'Ouest),Mammals,Mammifères,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Grizzly_Bear_western_no_water, ,N,,,N,Y,University of Ottawa,,63.55345683,142.9738279,142.9738279,63.55345683,COSEWICID_1195
435,1232,Bombus bohemicus,Gypsy Cuckoo Bumble Bee,Psithyre bohémien,Arthropods,Arthropodes,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Gypsy_Cuckoo_Bumblebee, ,N,,,N,Y,University of Ottawa,,1018.425204,572.9802719,572.9802719,1018.425204,COSEWICID_1232
436,1232,Bombus bohemicus,Gypsy Cuckoo Bumble Bee,Psithyre bohémien,Arthropods,Arthropodes,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Gypsy_Cuckoo_Bumblebee_Historical, ,N,,,Y,Y,University of Ottawa,,592.4265173,328.724465,328.724465,592.4265173,COSEWICID_1232
437,1234,Staala gwaii,Haida Gwaii Slug,Limace de Haida Gwaii,Molluscs,Mollusques,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Haida_Gwaii_Slug, ,N,,,N,Y,University of Ottawa,,0.575623116,11.89910284,11.89910284,0.575623116,COSEWICID_1234
438,1235,Braya pilosa,Hairy Braya,Braya poilu,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Hairy_Braya, ,N,,,N,Y,University of Ottawa,,0.047982193,1.162112555,1.162112555,0.047982193,COSEWICID_1235
439,1145,Somatochlora hineana,Hine's Emerald,Cordulie de Hine,Arthropods,Arthropodes,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Hines_Emerald, ,N,,,N,Y,University of Ottawa,,0.004934026,0.2490055,0.249007378,0.004934175,COSEWICID_1145
440,1146,Brychius hungerfordi,Hungerford's Crawling Water Beetle,Haliplide de Hungerford,Arthropods,Arthropodes,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Hungerfords_Crawling_Water_Beetle, ,N,,,N,Y,University of Ottawa,,0.000865795,0.146830173,0.146833923,0.000865882,COSEWICID_1146
441,1240,Grammia complicata,Island Tiger Moth,Apantèse compliquée,Arthropods,Arthropodes,Threatened,Menacée,No schedule,Aucune Annexe,Unknown,Inconnu,Island_Tiger_Moth, ,N,,,N,Y,University of Ottawa,,0.282106206,4.075419451,4.075419451,0.282106206,COSEWICID_1240
442,1240,Grammia complicata,Island Tiger Moth,Apantèse compliquée,Arthropods,Arthropodes,Threatened,Menacée,No schedule,Aucune Annexe,Unknown,Inconnu,Island_Tiger_Moth_Historical, ,N,,,Y,Y,University of Ottawa,,0.237506706,3.146478482,3.146478482,0.237506706,COSEWICID_1240
443,1275,Pinus flexilis,Limber Pine,Pin flexible,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Limber_Pine, ,N,,,N,N,University of Ottawa,,0.991860486,21.29538238,21.29538613,0.99186068,COSEWICID_1275
444,1265,Lanius ludovicianus ssp.,Loggerhead Shrike Eastern subspecies,Pie–grièche migratrice de la sous–espèce de l'Est,Birds,Oiseaux,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Loggerhead_Shrike_Eastern, ,N,,,N,Y,University of Ottawa,Y,5.915676258,12.58037565,12.58037565,5.915676258,COSEWICID_1265
445,1142,Epeoloides pilosulus,Macropis Cuckoo Bee,Abeille–coucou de Macropis,Arthropods,Arthropodes,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Macropis_Cuckoo_Bee, ,N,,,N,Y,University of Ottawa,,66.10441627,144.4519633,144.4519633,66.10441627,COSEWICID_1142
446,1180,Magnipelta mycophaga,Magnum Mantleslug,Limace à grand manteau,Molluscs,Mollusques,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Magnum_mantleslug, ,N,,,N,Y,University of Ottawa,,6.148667586,12.99774321,12.99774321,6.148667586,COSEWICID_1180
447,1221,Sistrurus catenatus,Massasauga (Carolinian population),Massasauga (Population Carolinienne),Reptiles,Reptiles,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Massasauga_Carolinian, ,N,,,N,Y,University of Ottawa,,0.045706051,1.272894788,1.272894788,0.045706051,COSEWICID_1221
448,1221,Sistrurus catenatus,Massasauga (Carolinian population),Massasauga (Population Carolinienne),Reptiles,Reptiles,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Massasauga_Carolinian_Historical, ,N,,,Y,Y,University of Ottawa,,1.694513848,8.94697684,8.94697684,1.694513848,COSEWICID_1221
449,1220,Sistrurus catenatus,Massasauga (Great Lakes population),Massasauga (Population des Grands-Lacs),Reptiles,Reptiles,Threatened,Menacée,No schedule,Aucune Annexe,Unknown,Inconnu,Massasauga_Great_lakes, ,N,,,N,N,University of Ottawa,,2.178882969,23.7829278,23.7829278,2.178882969,COSEWICID_1220
450,1220,Sistrurus catenatus,Massasauga (Great Lakes population),Massasauga (Population des Grands-Lacs),Reptiles,Reptiles,Threatened,Menacée,No schedule,Aucune Annexe,Unknown,Inconnu,Massasauga_Great_lakes_Historical, ,N,,,Y,N,University of Ottawa,,3.807407065,27.85470583,27.85470583,3.807407065,COSEWICID_1220
451,1213,Erynnis martialis,Mottled Duskywing (Boreal population),Hespérie tachetée (Population Boréale),Arthropods,Arthropodes,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Mottled_Duskywing_Boreal, ,N,,,N,Y,University of Ottawa,,0.561763441,2.847487496,2.847487496,0.561763441,COSEWICID_1213
452,1212,Erynnis martialis,Mottled Duskywing (Great Lakes Plains population),Hespérie tachetée (Population des Grands-Lacs),Arthropods,Arthropodes,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Mottled_Duskywing_great_Lakes_Plains, ,N,,,N,Y,University of Ottawa,,2.79262292,11.48742903,11.48742903,2.79262292,COSEWICID_1212
453,1257,Symphyotrichum nahanniense,Nahanni Aster,Aster de la Nahanni,Vascular Plants,Plantes vasculaires,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Nahanni_Aster, ,N,,,N,Y,University of Ottawa,,0.64272898,4.665734615,4.665734615,0.64272898,COSEWICID_1257
454,1189,Desmognathus fuscus,Northern Dusky Salamander (Carolinian population),Salamandre sombre du Nord (Population Carolinienne),Amphibians,Amphibiens,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Northern_Dusky_Salamander, ,N,,,N,Y,University of Ottawa,,7.713606249,31.1500601,31.15006101,7.713606415,COSEWICID_1189
455,1189,Desmognathus fuscus,Northern Dusky Salamander (Carolinian population),Salamandre sombre du Nord (Population Carolinienne),Amphibians,Amphibiens,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Northern_Dusky_Salamander_Historical, ,N,,,Y,Y,University of Ottawa,,3.868708147,15.60680556,15.60680556,3.868708147,COSEWICID_1189
456,1166,Efferia okanagana,Okanagan Efferia,Asile de l'Okanagan,Arthropods,Arthropodes,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Okanagan_Efferia, ,N,,,N,Y,University of Ottawa,,0.013467905,0.625957224,0.625957224,0.013467905,COSEWICID_1166
457,1156,Stylurus olivaceus,Olive Clubtail,Gomphe olive,Arthropods,Arthropodes,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Olive_Clubtail, ,N,,,N,Y,University of Ottawa,,0.029643202,1.809523459,1.809523459,0.029643202,COSEWICID_1156
458,1250,Hesperia colorado oregonia,Oregon Branded Skipper,Hespérie du Colorado,Arthropods,Arthropodes,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Oregon_Branded_Skipper, ,N,,,N,Y,University of Ottawa,,0.014915968,0.732811793,0.732811793,0.014915968,COSEWICID_1250
459,1250,Hesperia colorado oregonia,Oregon Branded Skipper,Hespérie du Colorado,Arthropods,Arthropodes,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Oregon_Branded_Skipper_Historical, ,N,,,Y,Y,University of Ottawa,,0.066490907,1.783300644,1.783300644,0.066490907,COSEWICID_1250
460,1149,Leptogium polycarpum,Peacock Vinyl Lichen,Leptoge à quatre spores,Lichens,Lichens,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Peacock_Vinyl_Lichen, ,N,,,N,Y,University of Ottawa,,2.116279529,16.17807728,16.17807728,2.116279529,COSEWICID_1149
461,1149,Leptogium polycarpum,Peacock Vinyl Lichen,Leptoge à quatre spores,Lichens,Lichens,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Peacock_Vinyl_Lichen_Historical, ,N,,,Y,Y,University of Ottawa,,0.404388904,5.19855026,5.19855026,0.404388904,COSEWICID_1149
462,1278,Phalaropus lobatus,Red–necked Phalarope,Phalarope à bec étroit,Birds,Oiseaux,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Red_Necked_Phalarope, ,N,,,N,N,University of Ottawa,Y,884.5569014,1118.793424,1118.793424,884.5569014,COSEWICID_1278
463,1210,Stylurus amnicola,Riverine Clubtail (Great Lakes Plains population),Gomphe riverain (Population des Grands-Lacs),Arthropods,Arthropodes,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Riverine_Clubtail, ,N,,,N,Y,University of Ottawa,,0.042456677,0.922768476,0.922768476,0.042456677,COSEWICID_1210
464,1121,Brotherella roellii,Roell's Brotherella Moss,Brotherelle de Roell,Mosses,Mousses,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Roells_Brotherella_Moss, ,N,,,N,Y,University of Ottawa,,0.695954322,5.337600988,5.337600988,0.695954322,COSEWICID_1121
465,1121,Brotherella roellii,Roell's Brotherella Moss,Brotherelle de Roell,Mosses,Mousses,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Roells_Brotherella_Moss_Historical, ,N,,,Y,Y,University of Ottawa,,0.600156183,5.707061019,5.707061019,0.600156183,COSEWICID_1121
466,1279,Lasioglossum sablense,Sable Island Sweat Bee,Halicte de l’île de Sable,Arthropods,Arthropodes,Threatened,Menacée,No schedule,Aucune Annexe,Unknown,Inconnu,Sable_Island_Sweat_Bee, ,N,,,N,N,University of Ottawa,,0.006555714,0.587999801,0.587999801,0.006555714,COSEWICID_1279
467,1114,Solidago speciosa,Showy Goldenrod (Boreal population),Verge d'or voyante (Population Boréale),Vascular Plants,Plantes vasculaires,Threatened,Menacée,No schedule,Aucune Annexe,Unknown,Inconnu,Showy_Goldenrod_Boreal, ,N,,,N,Y,University of Ottawa,,0.226110491,1.696294208,1.696294883,0.226110849,COSEWICID_1114
468,1113,Solidago speciosa,Showy Goldenrod (Great Lake population),Verge d'or voyante (Population des Grands-Lacs),Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Showy_Goldenrod_Great_lakes, ,N,,,N,N,University of Ottawa,,0.317734304,2.056313378,2.056314193,0.317734807,COSEWICID_1113
469,1237,Lathyrus littoralis,Silky Beach Pea,Gesse littorale,Vascular Plants,Plantes vasculaires,Threatened,Menacée,No schedule,Aucune Annexe,Unknown,Inconnu,Silky_Beach_Pea, ,N,,,N,Y,University of Ottawa,,0.894960782,11.47095052,11.47095052,0.894960782,COSEWICID_1237
470,1082,Gomphus ventricosus,Skillet Clubtail,Gomphe ventru,Arthropods,Arthropodes,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Skillet_Clubtail, ,N,,,N,Y,University of Ottawa,,0.06123413,1.41735226,1.41735226,0.06123413,COSEWICID_1082
471,1238,Micranthes spicata,Spiked Saxifrage,Saxifrage à épis,Vascular Plants,Plantes vasculaires,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Spiked_Saxifrage, ,N,,,N,Y,University of Ottawa,,1.524138768,5.669369267,5.669369267,1.524138768,COSEWICID_1238
472,170,Euderma maculatum,Spotted Bat,Oreillard maculé,Mammals,Mammifères,Special Concern,Préoccupante,Schedule 1,Annexe 1,Unknown,Inconnu,Spotted_Bat, ,N,,,N,Y,University of Ottawa,,8.276522724,13.63530821,13.63530821,8.276522724,COSEWICID_170
473,285,Clemmys guttata,Spotted Turtle,Tortue ponctuée,Reptiles,Reptiles,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Spotted_Turtle, ,N,,,N,Y,University of Ottawa,,11.68608052,42.02185629,42.02186005,11.68608292,COSEWICID_285
474,1276,Rhynchospora macrostachya,Tall Beakrush,Rhynchospore à gros épillets,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Tall_Beakrush, ,N,,,N,N,University of Ottawa,,0.008337218,0.690988326,0.690988326,0.008337218,COSEWICID_1276
475,1224,Ambystoma mavortium,Western Tiger Salamander (Prairie / Boreal population),Salamandre tigrée de l’Ouest (Population des Prairies / Boréale),Amphibians,Amphibiens,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Tiger_Salamander_Prairie, ,N,,,N,Y,University of Ottawa,,74.86868361,42.13069772,42.13069772,74.86868361,COSEWICID_1224
476,1223,Ambystoma mavortium,Western Tiger Salamander (Southern Mountain population),Salamandre tigrée de l’Ouest (Population des montagnes du Sud),Amphibians,Amphibiens,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Tiger_Salamander_Southern_Mountains, ,N,,,N,N,University of Ottawa,,0.662341949,4.493594641,4.493594641,0.662341949,COSEWICID_1223
477,1274,Crossidium seriatum,Tiny Tassel,Petit pompon,Mosses,Mousses,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Tiny_Tassel, ,N,,,N,N,University of Ottawa,,2.421559048,8.520201407,8.520201407,2.421559048,COSEWICID_1274
478,1242,Lewisiopsis tweedyi,Tweedy's Lewisia,Léwisie de Tweedy,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Tweedy_Lewisia, ,N,,,N,Y,University of Ottawa,,0.001692084,0.172471801,0.172471801,0.001692084,COSEWICID_1242
479,820,Syntrichia laevipila,Twisted Oak Moss,Tortule à poils lisses,Mosses,Mousses,Special Concern,Préoccupante,Schedule 1,Annexe 1,Unknown,Inconnu,Twisted_oak_Moss, ,N,,,N,Y,University of Ottawa,,0.100006087,2.974097638,2.974099347,0.10000616,COSEWICID_820
480,1260,Aneides vagrans,Wandering Salamander,Salamandre errante,Amphibians,Amphibiens,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Wandering_Salamander, ,N,,,N,Y,University of Ottawa,,3.59753424,27.68215144,27.68215144,3.59753424,COSEWICID_1260
481,1260,Aneides vagrans,Wandering Salamander,Salamandre errante,Amphibians,Amphibiens,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Wandering_Salamander_Historical, ,N,,,Y,Y,University of Ottawa,,3.568022463,23.81884326,23.81884326,3.568022463,COSEWICID_1260
482,1256,Bombus occidentalis mckayi,Western Bumble Bee mckayi subspecies,Bourdon de l'Ouest de la sous-espèce mckayi,Arthropods,Arthropodes,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Western_Bumblebee_Mckayi, ,N,,,N,Y,University of Ottawa,,108.9223194,55.95781366,55.95781366,108.9223194,COSEWICID_1256
483,1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Bourdon de l'Ouest de la sous-espèce occidentalis,Arthropods,Arthropodes,Threatened,Menacée,No schedule,Aucune Annexe,Unknown,Inconnu,Western_Bumblebee_occidentalis, ,N,,,N,Y,University of Ottawa,,103.5033824,200.2002293,200.2002293,103.5033824,COSEWICID_1267
484,1253,Aechmophorus occidentalis,Western Grebe,Grèbe élégant,Birds,Oiseaux,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Western_Grebe, ,N,,,N,Y,University of Ottawa,Y,113.2892051,62.39559203,62.39559203,113.2892051,COSEWICID_1253
485,713,Plestiodon skiltonianus,Western Skink,Scinque de l'Ouest,Reptiles,Reptiles,Special Concern,Préoccupante,Schedule 1,Annexe 1,Unknown,Inconnu,Western_Skink, ,N,,,N,Y,University of Ottawa,,3.327917236,8.423502543,8.423502543,3.327917236,COSEWICID_713
486,713,Plestiodon skiltonianus,Western Skink,Scinque de l'Ouest,Reptiles,Reptiles,Special Concern,Préoccupante,Schedule 1,Annexe 1,Unknown,Inconnu,Western_Skink_Historical, ,N,,,Y,Y,University of Ottawa,,5.09630927,10.81997819,10.81997819,5.09630927,COSEWICID_713
487,1215,Anaxyrus boreas,Western Toad (Calling population),Crapaud de l'Ouest (Population chantante),Amphibians,Amphibiens,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Western_Toad_Calling, ,N,,,N,N,University of Ottawa,,49.12831266,30.86221991,30.86221991,49.12831266,COSEWICID_1215
488,1215,Anaxyrus boreas,Western Toad (Calling population),Crapaud de l'Ouest (Population chantante),Amphibians,Amphibiens,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Western_Toad_Calling_Historical, ,N,,,Y,N,University of Ottawa,,77.12374231,38.06179807,38.06179807,77.12374231,COSEWICID_1215
489,1214,Anaxyrus boreas,Western Toad (Non-calling population),Crapaud de l'Ouest (Population non-chantante),Amphibians,Amphibiens,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Western_Toad_Non_Calling, ,N,,,N,N,University of Ottawa,,97.34004711,177.6536171,177.6536171,97.34004711,COSEWICID_1214
490,1214,Anaxyrus boreas,Western Toad (Non-calling population),Crapaud de l'Ouest (Population non-chantante),Amphibians,Amphibiens,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Western_Toad_Non_Calling_Historical, ,N,,,Y,N,University of Ottawa,,96.25279447,198.4981396,198.4981396,96.25279447,COSEWICID_1214
491,1246,Peltigera gowardii,Western Waterfan,Peltigère éventail d'eau de l'Ouest,Lichens,Lichens,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Western_Waterfan_AlphaHull, ,N,,,N,Y,University of Ottawa,,2.067201292,9.012853751,9.012857511,2.067203298,COSEWICID_1246
