"OBJECTID","COSEWICID","SCI_NAME","COM_NAME_E","COM_NAME_F","TAXON_E","TAXON_F","SAR_STAT_E","SAR_STAT_F","SCHEDULE_E","SCHEDULE_F","SOURCE_E","SOURCE_F","FCLASS","IMAGE_SRC","Reviewed_YN","Reviewer","ReviewDateDMY","Historical_YN","EC_SOI_YN","DataSource","Shape_STArea__","Shape_STLength__","Shape_Length","Shape_Area"
"1","1046","Podiceps auritus","Horned Grebe (Magdalen Islands population)","Grèbe esclavon","Birds","Oiseaux","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Podiceps_auritus","podi_aur.JPG","N","","","N","Y","COSEWIC","1.99639224111138","40.1796603298299","40.1796603298299","1.996392241112"
"2","12","Lotus formosissimus","Seaside Birds–foot Lotus","Lotier splendide","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Lotus_formosissimus","","N","","","N","Y","Environment Canada","0.00506661763665761","0.408151828367666","0.408151828367665","0.00506661763584775"
"3","20","Athene cunicularia","Burrowing Owl","Chevêche des terriers","Birds","Oiseaux","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Athene_cunicularia","","N","","","N","Y","Environment Canada","24.44052976596","27.7934832928376","27.7934832928376","24.4405297659563"
"4","27","Charadrius montanus","Mountain Plover","Pluvier montagnard","Birds","Oiseaux","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Charadrius_montanus","","N","","","N","Y","Environment Canada","0.272964713687998","3.17093890795959","3.17093890795959","0.272964713681161"
"5","32","Oreoscoptes montanus","Sage Thrasher","Moqueur des armoises","Birds","Oiseaux","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Oreoscoptes_montanus","","N","","","N","Y","Environment Canada","1.92694018785005","9.88812956915328","9.88812956915328","1.9269401878478"
"6","33","Strix occidentalis caurina","Spotted Owl caurina subspecies","Chouette tachetée de la sous-espèce caurina","Birds","Oiseaux","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Strix_occidentalis_caurina","","N","","","N","Y","Environment Canada","2.02597069046578","9.87511999920424","9.87511999920426","2.0259706904588"
"7","35","Tympanuchus cupido","Greater Prairie–Chicken","Tétras des prairies","Birds","Oiseaux","Extirpated","Disparue du pays","Schedule 1","Annexe 1","Digitized","Numérisé","Tympanuchus_cupido","Tym_cupi.JPG","N","","","N","Y","LAP_SAR_O2_20130328","80.0364371900309","49.4607363801261","49.4607363801261","80.0364371900407"
"8","38","Lanius ludovicianus excubitorides","Loggerhead Shrike Prairie subspecies","Pie–grièche migratrice de la sous–espèce des Prairies","Birds","Oiseaux","Threatened","Menacée","Schedule 1","Annexe 1","Digitized","Numérisé","Lanius_ludovicianus_excubitorides","lanilud.JPG","N","","","N","Y","SARR","57.0974213951895","36.9434736170248","36.9434736170248","57.0974213951934"
"9","39","Brachyramphus marmoratus","Marbled Murrelet","Guillemot marbré","Birds","Oiseaux","Threatened","Menacée","Schedule 1","Annexe 1","Unknown","Inconnu","Brachyramphus_marmoratus","","N","","","N","Y","Environment Canada","18.6979700693601","286.643388306745","286.643388306745","18.6979700693436"
"10","41","Picoides albolarvatus","White–headed Woodpecker","Pic à tête blanche","Birds","Oiseaux","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Picoides_albolarvatus","","N","","","N","Y","Environment Canada","0.529792503882163","4.87044454512502","4.87044454512503","0.529792503879363"
"11","42","Icteria virens auricollis","Yellow-breasted Chat auricollis subspecies (Southern Mountain population)","Paruline polyglotte de la sous-espèce auricollis (Population des montagnes du Sud)","Birds","Oiseaux","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Icteria_virens_auricollis","","N","","","N","Y","Environment Canada","0.742510396199123","4.15526280215384","4.15526280215385","0.742510396201315"
"12","43","Synthliboramphus antiquus","Ancient Murrelet","Guillemot à cou blanc","Birds","Oiseaux","Special Concern","Préoccupante","Schedule 1","Annexe 1","Non-digitized","NatureServe","Synthliboramphus_antiquus","","N","","","N","Y","NatureServe","20.4397277721223","248.843872854676","248.843872854676","20.4397277721106"
"13","44","Tyto alba","Barn Owl (Western population)","Effraie des clochers (Population de l'Ouest)","Birds","Oiseaux","Threatened","Menacée","Schedule 1","Annexe 1","Unknown","Inconnu","Tyto_alba","","N","","","N","Y","Environment Canada","1.09409278230169","16.6523282667192","16.6523282667193","1.0940927823079"
"14","47","Buteo regalis","Ferruginous Hawk","Buse rouilleuse","Birds","Oiseaux","Threatened","Menacée","Schedule 1","Annexe 1","Non-digitized","NatureServe","Buteo_regalis","","N","","","N","Y","NatureServe","25.9861534134866","33.9603349744778","33.9603349744778","25.9861534134858"
"15","48","Otus flammeolus","Flammulated Owl","Petit–duc nain","Birds","Oiseaux","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Otus_flammeolus","","N","","","N","Y","Environment Canada","4.53338775029806","19.9619456963118","19.9619456963118","4.53338775029121"
"16","52","Numenius americanus","Long–billed Curlew","Courlis à long bec","Birds","Oiseaux","Special Concern","Préoccupante","Schedule 1","Annexe 1","Non-digitized","NatureServe","Numenius_americanus","","N","","","N","Y","NatureServe","36.4133276031916","43.9408462603496","43.9408462603496","36.4133276031915"
"17","54","Falco peregrinus pealei","Peregrine Falcon pealei subspecies","Faucon pèlerin de la sous-espèce pealei","Birds","Oiseaux","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Falco_peregrinus_pealei","","N","","","N","Y","Environment Canada","1.97587843801148","44.1533111399101","44.15331113991","1.97587843801043"
"18","56","Accipiter gentilis laingi","Northern Goshawk laingi subspecies","Autour des palombes de la sous-espèce laingi","Birds","Oiseaux","Threatened","Menacée","Schedule 1","Annexe 1","Unknown","Inconnu","Accipiter_gentilis_laingi","","N","","","N","Y","Environment Canada","5.48767220860873","79.4736873287019","79.4736873287019","5.48767220860702"
"19","124","Heterodermia sitchensis","Seaside Centipede Lichen","Hétérodermie maritime","Lichens","Lichens","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Heterodermia_sitchensis","","N","","","N","Y","Environment Canada","0.034311475757022","1.42923000442905","1.42923000442905","0.0343114757566694"
"20","126","Pseudocyphellaria rainierensis","Oldgrowth Specklebelly Lichen","Pseudocyphellie des forêts surannées","Lichens","Lichens","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Pseudocyphellaria_rainierensis","Pseu_rain_canada.JPG","N","","","N","Y","LAP_SAR_O2_20130328","0.476147700449474","9.92905634886906","9.92905634886905","0.476147700447411"
"21","127","Hypogymnia heterophylla","Seaside Bone Lichen","Hypogymnie maritime","Lichens","Lichens","Threatened","Menacée","Schedule 1","Annexe 1","Digitized","Numérisé","Hypogymnia_heterophylla","hypo_het.JPG","N","","","N","Y","COSEWIC","0.00709439613228824","0.600812395133582","0.600812395133582","0.00709439613501615"
"22","136","Marmota vancouverensis","Vancouver Island Marmot","Marmotte de l’île de Vancouver","Mammals","Mammifères","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Marmota_vancouverensis","","N","","","N","Y","Environment Canada","0.228843374394273","2.55402382800727","2.55402382800727","0.228843374403559"
"23","138","Mustela nigripes","Black–footed Ferret","Putois d'Amérique","Mammals","Mammifères","Extirpated","Disparue du pays","Schedule 1","Annexe 1","Digitized","Numérisé","Mustela_nigripes","Must_nigr.JPG","N","","","N","Y","LAP_SAR_O2_20130328","8.38382717535706","17.8868389843165","17.8868389843165","8.3838271753631"
"24","140","Vulpes velox","Swift Fox","Renard véloce","Mammals","Mammifères","Threatened","Menacée","Schedule 1","Annexe 1","Unknown","Inconnu","Vulpes_velox","","N","","","N","Y","Environment Canada","8.1078777964608","16.8950968989281","16.8950968989281","8.10787779645648"
"25","141","Sorex bendirii","Pacific Water Shrew","Musaraigne de Bendire","Mammals","Mammifères","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Sorex_bendirii","","N","","","N","Y","Environment Canada","0.700467521751762","7.89197999010962","7.89197999010963","0.700467521753106"
"26","142","Scapanus townsendii","Townsend's Mole","Taupe de Townsend","Mammals","Mammifères","Endangered","En voie de disparition","Schedule 1","Annexe 1","Non-digitized","NatureServe","Scapanus_townsendii","","N","","","N","Y","NatureServe","0.422171949059702","7.3952944865541","7.39529448655411","0.422171949058261"
"27","151","Cynomys ludovicianus","Black–tailed Prairie Dog","Chien de prairie","Mammals","Mammifères","Threatened","Menacée","Schedule 1","Annexe 1","Unknown","Inconnu","Cynomys_ludovicianus","","N","","","N","Y","Environment Canada","0.188344110751132","1.85289844680717","1.85289844680717","0.188344110740193"
"28","154","Mustela erminea haidarum","Ermine haidarum subspecies","Hermine de la sous-espèce haidarum","Mammals","Mammifères","Threatened","Menacée","Schedule 1","Annexe 1","Unknown","Inconnu","Mustela_erminea_haidarum","","N","","","N","Y","Environment Canada","1.27601699163142","25.7203930156889","25.7203930156889","1.27601699165267"
"29","163","Sylvilagus nuttallii nuttallii","Nuttall's Cottontail nuttallii subspecies","Lapin de Nuttall de la sous-espèce nuttallii","Mammals","Mammifères","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Sylvilagus_nuttallii_nuttallii","sylv_nut_1.JPG","N","","","N","Y","COSEWIC","0.200386424755379","2.51238047506794","2.51238047506794","0.200386424756452"
"30","164","Dipodomys ordii","Ord's Kangaroo Rat","Rat kangourou d'Ord","Mammals","Mammifères","Endangered","En voie de disparition","Schedule 1","Annexe 1","Non-digitized","NatureServe","Dipodomys_ordii","","N","","","N","Y","NatureServe","9.94463732909844","17.143718927024","17.143718927024","9.94463732909856"
"31","165","Antrozous pallidus","Pallid Bat","Chauve–souris blonde","Mammals","Mammifères","Threatened","Menacée","Schedule 1","Annexe 1","Unknown","Inconnu","Antrozous_pallidus","","N","","","N","Y","Environment Canada","0.0397948156364691","1.57929769380586","1.57929769380586","0.0397948156476282"
"32","170","Euderma maculatum","Spotted Bat","Oreillard maculé","Mammals","Mammifères","Special Concern","Préoccupante","Schedule 1","Annexe 1","Non-digitized","NatureServe","Euderma_maculatum","","N","","","N","Y","NatureServe","0.422450852461225","7.39697575284847","7.39697575284848","0.422450852463196"
"33","171","Reithrodontomys megalotis megalotis","Western Harvest Mouse megalotis subspecies","Souris des moissons de la sous-espèce megalotis","Mammals","Mammifères","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Reithrodontomys_megalotis_megalotis","reit_meg.JPG","N","","","N","Y","COSEWIC","0.787554312595148","4.03526053044372","4.03526053044372","0.787554312597619"
"34","177","Balsamorhiza deltoidea","Deltoid Balsamroot","Balsamorhize à feuilles deltoïdes","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Balsamorhiza_deltoidea","","N","","","N","Y","Environment Canada","0.00839756701543593","0.706592254455984","0.706592254455984","0.00839756701632388"
"35","187","Lupinus lepidus","Prairie Lupine","Lupin élégant","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Lupinus_lepidus","","N","","","N","Y","Environment Canada","0.00611359055574212","0.571825706843247","0.571825706843246","0.00611359055848471"
"36","192","Halimolobos virgata","Slender Mouse–ear–cress","Halimolobos mince","Vascular Plants","Plantes vasculaires","Threatened","Menacée","Schedule 1","Annexe 1","Unknown","Inconnu","Halimolobos_virgata","","N","","","N","Y","Environment Canada","0.297748101619618","5.25924031996261","5.25924031996261","0.297748101622947"
"37","195","Adiantum capillus-veneris","Southern Maidenhair Fern","Adiante cheveux–de–Vénus","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Adiantum_capillus_veneris","","N","","","N","Y","Environment Canada","0.00158582280755581","0.146468235590356","0.146468235590356","0.00158582280733841"
"38","199","Ranunculus alismifolius","Water–plantain Buttercup","Renoncule à feuilles d'alisme","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Ranunculus_alismifolius","","N","","","N","Y","Environment Canada","0.00308003542068036","0.287331538147467","0.287331538147467","0.00308003542176048"
"39","200","Platanthera praeclara","Western Prairie Fringed–orchid","Platanthère blanchâtre de l'Ouest","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Platanthera_praeclara","","N","","","N","Y","Environment Canada","0.0612332920250083","1.02422619631767","1.02422619631767","0.0612332920279759"
"40","208","Armeria maritima ssp. interior","Athabasca Thrift","Arméria de l’Athabasca","Vascular Plants","Plantes vasculaires","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Armeria_maritima_interior","armemar.JPG","N","","","N","Y","SARR","0.124263906233409","2.31284983652025","2.31284983652025","0.124263906233664"
"41","220","Castilleja levisecta","Golden Paintbrush","Castilléjie dorée","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Castilleja_levisecta","","N","","","N","Y","Environment Canada","0.00305135666667411","0.285581423870324","0.285581423870324","0.00305135666370152"
"42","223","Azolla mexicana","Mexican Mosquito–fern","Azolle du Mexique","Vascular Plants","Plantes vasculaires","Threatened","Menacée","Schedule 1","Annexe 1","Unknown","Inconnu","Azolla_mexicana","","N","","","N","Y","Environment Canada","0.0836157918770368","2.36188668599269","2.36188668599269","0.0836157918813794"
"43","230","Tripterocalyx micranthus","Small–flowered Sand–verbena","Abronie à petites fleurs","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Tripterocalyx_micranthus","tripmic.JPG","N","","","N","Y","SARR","0.236256722147118","4.18280177079629","4.18280177079629","0.236256722149192"
"44","231","Lipocarpha micrantha","Small–flowered Lipocarpha","Lipocarphe à petites fleurs","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Lipocarpha_micrantha","lipomic.JPG","N","","","N","Y","SARR","0.411416389638362","5.37219515678687","5.37219515678687","0.411416389638541"
"45","235","Iris missouriensis","Western Blue Flag","Iris du Missouri","Vascular Plants","Plantes vasculaires","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Iris_missouriensis","","N","","","N","Y","Environment Canada","0.0408655829874078","1.54033534313458","1.54033534313458","0.0408655829902073"
"46","236","Tradescantia occidentalis","Western Spiderwort","Tradescantie de l'Ouest","Vascular Plants","Plantes vasculaires","Threatened","Menacée","Schedule 1","Annexe 1","Digitized","Numérisé","Tradescantia_occidentalis","tradocc.JPG","N","","","N","Y","SARR","0.0765995253836991","1.4601003194434","1.4601003194434","0.0765995253840256"
"47","237","Sericocarpus rigidus","White–top Aster","Aster rigide","Vascular Plants","Plantes vasculaires","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Sericocarpus_rigidus","","N","","","N","Y","Environment Canada","0.0265620864652192","2.30812382134786","2.30812382134786","0.0265620864727277"
"48","239","Viola praemorsa ssp. praemorsa","Yellow Montane Violet praemorsa subspecies","Violette jaune des monts de la sous-espèce praemorsa","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Viola_praemorsa_ssp_praemorsa","","N","","","N","Y","Environment Canada","0.0149651967499267","1.26764003167582","1.26764003167582","0.0149651967446689"
"49","259","Limnanthes macounii","Macoun's Meadowfoam","Limnanthe de Macoun","Vascular Plants","Plantes vasculaires","Threatened","Menacée","Schedule 1","Annexe 1","Digitized","Numérisé","Limnanthes_macounii","limnmac.JPG","N","","","N","Y","SARR","0.0643419569450998","2.5488503933191","2.5488503933191","0.0643419569441557"
"50","261","Cephalanthera austiniae","Phantom Orchid","Céphalanthère d'Austin","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Cephalanthera_austiniae","","N","","","N","Y","Environment Canada","0.0149756466626059","1.21573356992568","1.21573356992569","0.0149756466581832"
"51","264","Chenopodium subglabrum","Smooth Goosefoot","Chénopode glabre","Vascular Plants","Plantes vasculaires","Threatened","Menacée","Schedule 1","Annexe 1","Digitized","Numérisé","Chenopodium_subglabrum","chen_sub_1","N","","","N","Y","COSEWIC","5.83807898027999","26.617373710353","26.6173737103531","5.83807898027801"
"52","265","Yucca glauca","Soapweed","Yucca glauque","Vascular Plants","Plantes vasculaires","Threatened","Menacée","Schedule 1","Annexe 1","Unknown","Inconnu","Yucca_glauca","","N","","","N","Y","Environment Canada","0.00427881373616401","0.426859067024917","0.426859067024917","0.00427881372796555"
"53","269","Symphyotrichum sericeum","Western Silvery Aster","Aster soyeux","Vascular Plants","Plantes vasculaires","Threatened","Menacée","Schedule 1","Annexe 1","Unknown","Inconnu","Symphyotrichum_sericeum","","N","","","N","Y","Environment Canada","0.0880313137436133","2.76081976406226","2.76081976406226","0.0880313137456249"
"54","275","Phrynosoma douglasii","Pygmy Short–horned Lizard","Iguane pygmée à cornes courtes","Reptiles","Reptiles","Extirpated","Disparue du pays","Schedule 1","Annexe 1","Digitized","Numérisé","Phrynosoma_douglasii","Phry_doug.JPG","N","","","N","Y","LAP_SAR_O2_20130328","0.17715159482168","1.77451059220926","1.77451059220926","0.177151594821582"
"55","279","Phrynosoma hernandesi","Greater Short–horned Lizard","Grand iguane à petites cornes","Reptiles","Reptiles","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Phrynosoma_hernandesi","phry_her.JPG","N","","","N","Y","COSEWIC","3.9266555671561","14.9021443486817","14.9021443486817","3.92665556715842"
"56","280","Coluber constrictor flaviventris","Eastern Yellow–bellied Racer","Couleuvre agile à ventre jaune de l'Est","Reptiles","Reptiles","Threatened","Menacée","Schedule 1","Annexe 1","Digitized","Numérisé","Coluber_constrictor_flaviventris","colucon_sk.JPG","N","","","N","Y","SARR","0.549399775354232","5.14319748447643","5.14319748447643","0.549399775355629"
"57","282","Plestiodon septentrionalis","Prairie Skink","Scinque des prairies","Reptiles","Reptiles","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Plestiodon_septentrionalis","eume_sep.JPG","N","","","N","Y","SARR","0.688877751505061","4.51841019605694","4.51841019605694","0.688877751505265"
"58","283","Dicamptodon tenebrosus","Coastal Giant Salamander","Grande Salamandre du Nord","Amphibians","Amphibiens","Threatened","Menacée","Schedule 1","Annexe 1","Unknown","Inconnu","Dicamptodon_tenebrosus","","N","","","N","Y","Environment Canada","0.118357497736724","1.72286298032781","1.7228629803278","0.118357497740166"
"59","290","Bartramia stricta","Rigid Apple Moss","Bartramie à feuilles dressées","Mosses","Mousses","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Bartramia_stricta","","N","","","N","Y","Environment Canada","0.00307533616933142","0.287044881422048","0.287044881422048","0.00307533617252417"
"60","291","Centrocercus urophasianus phaios","Greater Sage-Grouse phaios subspecies","Tétras des armoises de la sous-espèce phaios","Birds","Oiseaux","Extirpated","Disparue du pays","Schedule 1","Annexe 1","Digitized","Numérisé","Centrocercus_urophasianus_phaios","Cent_urop_phai.JPG","N","","","N","Y","LAP_SAR_O2_20130328","14.0580926797816","18.3334255222653","18.3334255222652","14.0580926797837"
"61","292","Ardea herodias fannini","Great Blue Heron fannini subspecies","Grand Héron de la sous-espèce fannini","Birds","Oiseaux","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Ardea_herodias_fannini","arde_her_1.JPG","N","","","N","Y","COSEWIC","0.856733262599846","26.0781218184759","26.0781218184758","0.856733262598932"
"62","305","Centrocercus urophasianus urophasianus","Greater Sage-Grouse urophasianus subspecies","Tétras des armoises de la sous-espèce urophasianus","Birds","Oiseaux","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Centrocercus_urophasianus_urophasianus","","N","","","N","Y","Environment Canada","0.901699503587224","7.41083304568346","7.41083304568346","0.901699503588511"
"63","333","Aplodontia rufa","Mountain Beaver","Castor de montagne","Mammals","Mammifères","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Aplodontia_rufa","","N","","","N","Y","Environment Canada","1.2841238277847","9.87954502476804","9.87954502476804","1.28412382778143"
"64","383","Coluber constrictor mormon","Western Yellow–bellied Racer","Couleuvre agile à ventre jaune de l'Ouest","Reptiles","Reptiles","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Coluber_constrictor_mormon","colucon_bc.JPG","N","","","N","Y","SARR","2.45230856206445","21.3753936221687","21.3753936221687","2.45230856206422"
"65","492","Reithrodontomys megalotis dychei","Western Harvest Mouse dychei subspecies","Souris des moissons de la sous-espèce dychei","Mammals","Mammifères","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Reithrodontomys_megalotis_dychei","reit_meg.JPG","N","","","N","Y","COSEWIC","4.08377785035827","8.40410464114525","8.40410464114524","4.08377785035933"
"66","527","Dryopteris arguta","Coastal Wood Fern","Dryoptéride côtière","Vascular Plants","Plantes vasculaires","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Dryopteris_arguta","","N","","","N","Y","Environment Canada","0.0172189999948387","1.08921273761369","1.08921273761369","0.0172189999940472"
"67","528","Triphysaria versicolor","Bearded Owl–clover","Triphysaire versicolore","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Triphysaria_versicolor_ssp_versicolor","","N","","","N","Y","Environment Canada","0.0232008138723359","0.676629265700866","0.676629265700866","0.0232008138710544"
"68","533","Dalea villosa","Hairy Prairie–clover","Dalée velue","Vascular Plants","Plantes vasculaires","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Dalea_villosa_var_villosa","","N","","","N","Y","Environment Canada","0.110068823009442","4.58090474188161","4.58090474188161","0.110068823010648"
"69","534","Bouteloua dactyloides","Buffalograss","Buchloé faux–dactyle","Vascular Plants","Plantes vasculaires","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Buchloë_dactyloides","","N","","","N","Y","Environment Canada","0.0428424502702001","1.1301408522162","1.1301408522162","0.0428424502625756"
"70","539","Spea intermontana","Great Basin Spadefoot","Crapaud du Grand Bassin","Amphibians","Amphibiens","Threatened","Menacée","Schedule 1","Annexe 1","Unknown","Inconnu","Spea_intermontana","","N","","","N","Y","Environment Canada","3.65113878267493","18.5676729943273","18.5676729943273","3.65113878267158"
"71","541","Plethodon idahoensis","Coeur d'Alene Salamander","Salamandre de Coeur d'Alène","Amphibians","Amphibiens","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Plethodon_idahoensis","","N","","","N","Y","Environment Canada","7.9881948894199","12.0819265105838","12.0819265105838","7.9881948894151"
"72","551","Lithobates pipiens","Northern Leopard Frog (Rocky Mountain population)","Grenouille léopard (Population des Rocheuses)","Amphibians","Amphibiens","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Lithobates_pipiens_RM","","N","","","N","Y","Environment Canada","0.0181608391062582","0.651199967783869","0.651199967783872","0.0181608391198476"
"73","553","Cryptantha minima","Tiny Cryptantha","Cryptanthe minuscule","Vascular Plants","Plantes vasculaires","Threatened","Menacée","Schedule 1","Annexe 1","Unknown","Inconnu","Cryptantha_minima","","N","","","N","Y","Environment Canada","0.029870292025862","1.1018507301356","1.1018507301356","0.029870292026695"
"74","559","Anaxyrus cognatus","Great Plains Toad","Crapaud des steppes","Amphibians","Amphibiens","Special Concern","Préoccupante","Schedule 1","Annexe 1","Non-digitized","NatureServe","Anaxyrus_cognatus","","N","","","N","Y","NatureServe","2.18681389171888","11.4828345103663","11.4828345103663","2.18681389171605"
"75","566","Rana aurora","Northern Red–legged Frog","Grenouille à pattes rouges du Nord","Amphibians","Amphibiens","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Rana_aurora","ranaaur.JPG","N","","","N","Y","SARR","3.87114989791098","31.4321455299727","31.4321455299726","3.87114989792636"
"76","573","Anthus spragueii","Sprague's Pipit","Pipit de Sprague","Birds","Oiseaux","Threatened","Menacée","Schedule 1","Annexe 1","Unknown","Inconnu","Anthus_spragueii","","N","","","N","Y","Environment Canada","79.878892941103","90.1281621341178","90.1281621341178","79.8788929410997"
"77","580","Deschampsia mackenzieana","Mackenzie Hairgrass","Deschampsie du bassin du Mackenzie","Vascular Plants","Plantes vasculaires","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Deschampsia_mackenzieana","","N","","","N","Y","Environment Canada","0.0431530116798058","2.85226385444147","2.85226385444147","0.0431530116974466"
"78","586","Contia tenuis","Sharp–tailed Snake","Couleuvre à queue fine","Reptiles","Reptiles","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Contia_tenuis","","N","","","N","Y","Environment Canada","0.20590874026766","7.46594877896697","7.46594877896698","0.205908740266171"
"79","589","Melanerpes lewis","Lewis's Woodpecker","Pic de Lewis","Birds","Oiseaux","Threatened","Menacée","Schedule 1","Annexe 1","Unknown","Inconnu","Melanerpes_lewis","","N","","","N","Y","Environment Canada","4.64571153066936","24.5339941771708","24.5339941771708","4.64571153065613"
"80","602","Euchloe ausonides insulanus","Island Marble","Marbré insulaire","Arthropods","Arthropodes","Extirpated","Disparue du pays","Schedule 1","Annexe 1","Digitized","Numérisé","Euchloe_ausonides_insulanus","Euch_auso_insu.JPG","N","","","N","Y","LAP_SAR_O2_20130328","0.00180298040004345","0.161589087746254","0.161589087746254","0.00180298040044449"
"81","614","Rana pretiosa","Oregon Spotted Frog","Grenouille maculée de l'Oregon","Amphibians","Amphibiens","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Rana_pretiosa","","N","","","N","Y","Environment Canada","0.012795208305306","0.649286828188901","0.649286828188902","0.0127952083072922"
"82","627","Tanacetum huronense var. floccosum","Floccose Tansy","Tanaisie floconneuse","Vascular Plants","Plantes vasculaires","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Tanacetum_huronense_var","","N","","","N","Y","Environment Canada","0.0403045564294189","2.65289094921371","2.6528909492137","0.0403045564311029"
"83","628","Achillea millefolium var. megacephalum","Large–headed Woolly Yarrow","Achillée à gros capitules","Vascular Plants","Plantes vasculaires","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Achillea_millefolium_var_megacephalum","","N","","","N","Y","Environment Canada","0.0254253872631125","1.497792925192","1.497792925192","0.0254253872642086"
"84","630","Salix brachycarpa var. psammophila","Sand–dune Short–capsuled Willow","Saule psammophile","Vascular Plants","Plantes vasculaires","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Salix_brachycarpa_var_psammophila","","N","","","N","Y","Environment Canada","0.0368369897641969","2.29224814827261","2.2922481482726","0.0368369897561994"
"85","631","Ascaphus truei","Coastal Tailed Frog","Grenouille–à–queue côtière","Amphibians","Amphibiens","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Ascaphus_truei","","N","","","N","Y","Environment Canada","13.3053033160759","116.38766108621","116.38766108621","13.3053033159968"
"86","632","Ascaphus montanus","Rocky Mountain Tailed Frog","Grenouille–à–queue des Rocheuses","Amphibians","Amphibiens","Threatened","Menacée","Schedule 1","Annexe 1","Unknown","Inconnu","Ascaphus_montanus","","N","","","N","Y","Environment Canada","0.0466316089637075","1.52814788569207","1.52814788569207","0.0466316089599518"
