"OBJECTID","COSEWICID","SCI_NAME","COM_NAME_E","COM_NAME_F","TAXON_E","TAXON_F","SAR_STAT_E","SAR_STAT_F","SCHEDULE_E","SCHEDULE_F","SOURCE_E","SOURCE_F","FCLASS","IMAGE_SRC","Reviewed_YN","Reviewer","ReviewDateDMY","Historical_YN","EC_SOI_YN","DataSource","Shape_STArea__","Shape_STLength__","Shape_Length","Shape_Area"
"395","1230","Taxidea taxus jeffersonii","American Badger jeffersonii subspecies (Eastern population)","Blaireau d'Amérique de la sous-espèce jeffersonii (Population de l'Est)","Mammals","Mammifères","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","American_Badger_Eastern","","N","","","N","Y","University of Ottawa","1.25847283541361","5.99847386594486","5.99847386594486","1.25847283541258"
"396","1229","Taxidea taxus jeffersonii","American Badger jeffersonii subspecies (Western population)","Blaireau d'Amérique de la sous-espèce jeffersonii (Population de l'Ouest)","Mammals","Mammifères","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","American_Badger_Western","","N","","","N","Y","University of Ottawa","19.8597613201241","27.6339667955181","27.6339667955181","19.8597613201222"
"397","1165","Nicrophorus americanus","American Burying Beetle","Nécrophore d’Amérique","Arthropods","Arthropodes","Extirpated","Disparue du pays","No schedule","Aucune Annexe","Unknown","Inconnu","American_Burying_Bettle_Historical","","N","","","Y","Y","University of Ottawa","1.65006661625534","8.54592486633497","8.54592486633497","1.65006661625507"
"398","1243","Omus audouini","Audouin’s Night–stalking Tiger Beetle","Cicindèle d’Audouin","Arthropods","Arthropodes","Threatened","Menacée","No schedule","Aucune Annexe","Unknown","Inconnu","Andouin_Night_Stalking_Tiger_Beetle","","N","","","N","Y","University of Ottawa","0.0183424967126484","1.27687227126798","1.27687227126798","0.0183424967150266"
"399","1233","Riparia riparia","Bank Swallow","Hirondelle de rivage","Birds","Oiseaux","Threatened","Menacée","No schedule","Aucune Annexe","Unknown","Inconnu","Bank_Swallow","","N","","","N","Y","University of Ottawa","998.388962146165","612.603728943846","612.603728943848","998.388962146158"
"400","1147","Hirundo rustica","Barn Swallow","Hirondelle rustique","Birds","Oiseaux","Threatened","Menacée","No schedule","Aucune Annexe","Unknown","Inconnu","Barn_swallow","","N","","","N","Y","University of Ottawa","616.932870033389","562.102329241284","562.102329241284","616.932870033385"
"401","1152","Leptogium platynum","Batwing Vinyl Lichen","Leptoge à grosses spores","Lichens","Lichens","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Batwing_Vinyl_Lichen","","N","","","N","Y","University of Ottawa","0.139500848874832","1.83270204547729","1.83270204547729","0.139500848874193"
"402","1123","Degelia plumbea","Blue Felt Lichen","Dégélie plombée","Lichens","Lichens","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Blue_felt_Lichen","","N","","","N","Y","University of Ottawa","5.77605974813605","43.2259199499267","43.2259199499267","5.77605974813833"
"403","1123","Degelia plumbea","Blue Felt Lichen","Dégélie plombée","Lichens","Lichens","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Boreal_Felt_Lichen_Atlantic","","N","","","N","Y","University of Ottawa","0.593405727184063","9.13951684579021","9.13951684579021","0.593405727183741"
"404","1123","Degelia plumbea","Blue Felt Lichen","Dégélie plombée","Lichens","Lichens","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Boreal_Felt_Lichen_NFL","","N","","","N","Y","University of Ottawa","3.42661267218546","28.6433002970365","28.6433002970366","3.42661267218394"
"405","1269","Allogona profunda","Broad–banded Forestsnail","Escargot–forestier écharge","Molluscs","Mollusques","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Broad_banded_Forestsnail","","N","","","N","N","University of Ottawa","0.00554449211540486","0.522529242433184","0.522532972214126","0.0055445396576478"
"406","1269","Allogona profunda","Broad–banded Forestsnail","Escargot–forestier écharge","Molluscs","Mollusques","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Broad_Banded_Forestsnail_Historical","","N","","","Y","N","University of Ottawa","0.000565519653946467","0.165663183435843","0.165670667597368","0.000565618344311948"
"407","1178","Tryngites subruficollis","Buff–breasted Sandpiper","Bécasseau roussâtre","Birds","Oiseaux","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Buff_Breasted_sandpiper","","N","","","N","Y","University of Ottawa","150.151849413525","472.6175733851","472.617573385099","150.151849413543"
"408","636","Rangifer tarandus","Woodland Caribou (Boreal population)","Caribou des bois (Population boréale)","Mammals","Mammifères","Threatened","Menacée","Schedule 1","Annexe 1","Unknown","Inconnu","Caribou_Boreal","","N","","","N","Y","University of Ottawa","386.48014811626","267.748810275282","267.748815172786","386.480151891987"
"409","1266","Rangifer tarandus","Caribou (Central Mountain population)","Caribou (Population des montagnes du centre)","Mammals","Mammifères","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Caribou_Central_Mountains","","N","","","N","N","University of Ottawa","7.19547508929099","25.5406836334832","25.5406836334832","7.19547508928963"
"410","144","Rangifer tarandus","Woodland Caribou (Atlantic-Gaspesie population)","Caribou des bois (Population de la Gaspésie-Atlantique)","Mammals","Mammifères","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Caribou_Gaspesie","","N","","","N","Y","University of Ottawa","0.10475135812294","2.45427197597838","2.45427197597838","0.104751358123279"
"411","335","Rangifer tarandus","Caribou (Newfoundland population)","Caribou (population de Terre-Neuve)","Mammals","Mammifères","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Caribou_Newfoundland","","N","","","N","N","University of Ottawa","6.62557182982346","45.4499961328468","45.4499961328468","6.62557182982401"
"412","637","Rangifer tarandus","Woodland Caribou (Northern Mountain population)","Caribou (Population des montagnes du Nord)","Mammals","Mammifères","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Caribou_Northern_Mountain","","N","","","N","Y","University of Ottawa","126.574316405605","92.948518976897","92.948518976897","126.574316405604"
"413","638","Rangifer tarandus","Woodland Caribou (Southern Mountain population)","Caribou (Population des montagnes du Sud)","Mammals","Mammifères","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Caribou_Southern_Mountains","","N","","","N","Y","University of Ottawa","8.53783022615289","32.6006770492116","32.6006770492116","8.53783022615703"
"414","1270","Ptychoramphus aleuticus","Cassin's Auklet","Starique de Cassin","Birds","Oiseaux","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Cassins_Auklet","","N","","","N","N","University of Ottawa","2.79464317400243","14.8482129894","14.8482205015975","2.79464481767128"
"415","1169","Ochotona collaris","Collared Pika","Pica à collier","Mammals","Mammifères","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Collared_Pika","","N","","","N","Y","University of Ottawa","116.894248676335","45.4734273637294","45.4734273637294","116.894248676337"
"416","1088","Collema coniophilum","Crumpled Tarpaper Lichen","Collème bâche","Lichens","Lichens","Threatened","Menacée","No schedule","Aucune Annexe","Unknown","Inconnu","Crumbled_tarpaper_Lichen","","N","","","N","Y","University of Ottawa","0.183997156942496","1.88457189767878","1.88457189767878","0.18399715694207"
"417","1143","Germaria angustata","Dune Tachinid Fly","Mouche tachinide des dunes","Arthropods","Arthropodes","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Dune_tachinid_Fly","","N","","","N","Y","University of Ottawa","6.01822894203087","11.7857755874485","11.7857755874485","6.01822894202898"
"418","1170","Baccharis halimifolia","Eastern Baccharis","Baccharis à feuilles d'arroche","Vascular Plants","Plantes vasculaires","Threatened","Menacée","No schedule","Aucune Annexe","Unknown","Inconnu","Eastern_Baccharis_Feuilles_Arroche","","N","","","N","Y","University of Ottawa","0.00603523166569175","0.356882193165357","0.356882193165357","0.00603523166545251"
"419","708","Terrapene carolina","Eastern Box Turtle","Tortue boîte de l’Est","Reptiles","Reptiles","Extirpated","Disparue du pays","No schedule","Aucune Annexe","Unknown","Inconnu","Eastern_Box_Turtle_Historical","","N","","","Y","N","University of Ottawa","2.91149907710064","11.8185877855499","11.8185877855499","2.91149907709841"
"420","1144","Sturnella magna","Eastern Meadowlark","Sturnelle des prés","Birds","Oiseaux","Threatened","Menacée","No schedule","Aucune Annexe","Unknown","Inconnu","Eastern_meadowlark","","N","","","N","Y","University of Ottawa","55.7309251109391","125.910055884742","125.910055884742","55.730925110933"
"421","1198","Contopus virens","Eastern Wood–pewee","Pioui de l’Est","Birds","Oiseaux","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Eastern_Pewee","","N","","","N","Y","University of Ottawa","144.958237043771","226.663563701916","226.663563701916","144.958237043779"
"422","1227","Ambystoma tigrinum","Eastern Tiger Salamander (Carolinian population)","Salamandre tigrée de l’Est (population Carolinienne)","Amphibians","Amphibiens","Extirpated","Disparue du pays","No schedule","Aucune Annexe","Unknown","Inconnu","Eastern_Tiger_Salamander_carolinian_historical","","N","","","Y","Y","University of Ottawa","0.000309420896201118","0.0623580893076462","0.0623599628309294","0.000309458083293463"
"423","1231","Ambystoma tigrinum","Eastern Tiger Salamander (Prairie population)","Salamandre tigrée de l’Est (Population des Prairies)","Amphibians","Amphibiens","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Eastern_Tiger_Salamander_Prairie","","N","","","N","Y","University of Ottawa","0.127876981591726","1.53919177458685","1.53919177458685","0.127876981591807"
"424","1245","Peltigera hydrothyria","Eastern Waterfan","Peltigère éventail d'eau de l'Est","Lichens","Lichens","Threatened","Menacée","No schedule","Aucune Annexe","Unknown","Inconnu","Eastern_Waterfan","","N","","","N","Y","University of Ottawa","2.02177925531669","16.5527609647948","16.5527628430737","2.02177962810514"
"425","1277","Vernonia fasciculata","Fascicled Ironweed","Vernonie fasciculée","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Fascicled_Ironweed","","N","","","N","N","University of Ottawa","0.00362401837855941","0.537736110149108","0.537737973418458","0.00362404237643342"
"426","739","Sclerophora peronella","Frosted Glass-whiskers (Nova Scotia population)","Sclérophore givré (Population de Nouvelle-Écosse)","Lichens","Lichens","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Frosted_Glass_Whiskers_Atlantic","","N","","","N","Y","University of Ottawa","1.76670167000952","12.9764600585744","12.9764600585744","1.76670167001078"
"427","882","Sclerophora peronella","Frosted Glass-whiskers (Pacific population)","Sclérophore givré (Population du Pacific)","Lichens","Lichens","No Status","Aucun statut","No schedule","Aucune Annexe","Unknown","Inconnu","Frosted_Glass_Whiskers_Pacific","","N","","","N","N","University of Ottawa","0.88846512332475","3.47330782968759","3.47330920587776","0.88846653121537"
"428","1176","Gnaphosa snohomish","Georgia Basin Bog Spider","Gnaphose de Snohomish","Arthropods","Arthropodes","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Georgia_Basin_Bog_Spider","","N","","","N","Y","University of Ottawa","0.0614711845910279","2.15059950289823","2.15059950289823","0.0614711845910348"
"429","1200","Cicindela formosa gibsoni","Gibson's Big Sand Tiger Beetle","Cicindèle à grandes taches de Gibson","Arthropods","Arthropodes","Threatened","Menacée","No schedule","Aucune Annexe","Unknown","Inconnu","Gibson_Big_Sand_Tiger_Beetle","","N","","","N","Y","University of Ottawa","4.14099394652112","9.14021471772851","9.14021471772851","4.14099394652156"
"430","1241","Ammodramus savannarum pratensis","Grasshopper Sparrow, pratensis subspecies","Bruant sauterelle de la sous–espèce de l’Est","Birds","Oiseaux","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Grasshopper_Sparrow","","N","","","N","Y","University of Ottawa","70.4028826697545","82.2616150052208","82.2616150052208","70.4028826697553"
"431","1207","Hypochlora alba","Greenish–white Grasshopper","Criquet de l'armoise","Arthropods","Arthropodes","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Greenish_White_Grasshopper","","N","","","N","Y","University of Ottawa","7.00908020013594","17.6350494028426","17.6350494028426","7.00908020013661"
"432","1207","Hypochlora alba","Greenish–white Grasshopper","Criquet de l'armoise","Arthropods","Arthropodes","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Greenish_White_Grasshopper_Historical","","N","","","Y","Y","University of Ottawa","3.89677446416454","15.9989158170609","15.9989158170609","3.89677446416411"
"433","1271","Arnica griscomii ssp. griscomii","Griscom’s Arnica","Arnica de Griscom","Vascular Plants","Plantes vasculaires","Threatened","Menacée","No schedule","Aucune Annexe","Unknown","Inconnu","Griscoms_Arnica","","N","","","N","N","University of Ottawa","1.47329722108998","12.4318587577409","12.4318587577409","1.47329722108907"
"434","1195","Ursus arctos","Grizzly Bear (Western population)","Ours grizzli (Population de l'Ouest)","Mammals","Mammifères","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Grizzly_Bear_western_no_water","","N","","","N","Y","University of Ottawa","63.5534568343874","142.973827910883","142.973827910883","63.5534568344014"
"435","1232","Bombus bohemicus","Gypsy Cuckoo Bumble Bee","Psithyre bohémien","Arthropods","Arthropodes","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Gypsy_Cuckoo_Bumblebee","","N","","","N","Y","University of Ottawa","1018.42520369885","572.980271887483","572.980271887483","1018.42520369884"
"436","1232","Bombus bohemicus","Gypsy Cuckoo Bumble Bee","Psithyre bohémien","Arthropods","Arthropodes","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Gypsy_Cuckoo_Bumblebee_Historical","","N","","","Y","Y","University of Ottawa","592.42651728001","328.724465033277","328.724465033277","592.426517280023"
"437","1234","Staala gwaii","Haida Gwaii Slug","Limace de Haida Gwaii","Molluscs","Mollusques","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Haida_Gwaii_Slug","","N","","","N","Y","University of Ottawa","0.575623116087627","11.8991028367267","11.8991028367267","0.575623116084709"
"438","1235","Braya pilosa","Hairy Braya","Braya poilu","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Hairy_Braya","","N","","","N","Y","University of Ottawa","0.0479821927865487","1.16211255532608","1.16211255532608","0.0479821927910093"
"439","1145","Somatochlora hineana","Hine's Emerald","Cordulie de Hine","Arthropods","Arthropodes","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Hines_Emerald","","N","","","N","Y","University of Ottawa","0.00493402634174345","0.249005499791379","0.249007377766792","0.00493417519545725"
"440","1146","Brychius hungerfordi","Hungerford's Crawling Water Beetle","Haliplide de Hungerford","Arthropods","Arthropodes","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Hungerfords_Crawling_Water_Beetle","","N","","","N","Y","University of Ottawa","0.000865794528635888","0.146830172905911","0.146833922741748","0.000865882145808805"
"441","1240","Grammia complicata","Island Tiger Moth","Apantèse compliquée","Arthropods","Arthropodes","Threatened","Menacée","No schedule","Aucune Annexe","Unknown","Inconnu","Island_Tiger_Moth","","N","","","N","Y","University of Ottawa","0.282106205796481","4.07541945101968","4.07541945101968","0.282106205794664"
"442","1240","Grammia complicata","Island Tiger Moth","Apantèse compliquée","Arthropods","Arthropodes","Threatened","Menacée","No schedule","Aucune Annexe","Unknown","Inconnu","Island_Tiger_Moth_Historical","","N","","","Y","Y","University of Ottawa","0.237506705898795","3.14647848165857","3.14647848165857","0.237506705898587"
"443","1275","Pinus flexilis","Limber Pine","Pin flexible","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Limber_Pine","","N","","","N","N","University of Ottawa","0.99186048572119","21.2953823814912","21.2953861332599","0.991860680351445"
"444","1265","Lanius ludovicianus ssp.","Loggerhead Shrike Eastern subspecies","Pie–grièche migratrice de la sous–espèce de l'Est","Birds","Oiseaux","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Loggerhead_Shrike_Eastern","","N","","","N","Y","University of Ottawa","5.91567625804464","12.5803756506601","12.5803756506601","5.91567625804455"
"445","1142","Epeoloides pilosulus","Macropis Cuckoo Bee","Abeille–coucou de Macropis","Arthropods","Arthropodes","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Macropis_Cuckoo_Bee","","N","","","N","Y","University of Ottawa","66.1044162723722","144.4519632511","144.4519632511","66.1044162723756"
"446","1180","Magnipelta mycophaga","Magnum Mantleslug","Limace à grand manteau","Molluscs","Mollusques","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Magnum_mantleslug","","N","","","N","Y","University of Ottawa","6.14866758641574","12.9977432052575","12.9977432052575","6.14866758641528"
"447","1221","Sistrurus catenatus","Massasauga (Carolinian population)","Massasauga (Population Carolinienne)","Reptiles","Reptiles","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Massasauga_Carolinian","","N","","","N","Y","University of Ottawa","0.0457060513122087","1.27289478767547","1.27289478767547","0.0457060513116384"
"448","1221","Sistrurus catenatus","Massasauga (Carolinian population)","Massasauga (Population Carolinienne)","Reptiles","Reptiles","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Massasauga_Carolinian_Historical","","N","","","Y","Y","University of Ottawa","1.69451384770673","8.94697683993627","8.94697683993627","1.69451384770667"
"449","1220","Sistrurus catenatus","Massasauga (Great Lakes population)","Massasauga (Population des Grands-Lacs)","Reptiles","Reptiles","Threatened","Menacée","No schedule","Aucune Annexe","Unknown","Inconnu","Massasauga_Great_lakes","","N","","","N","N","University of Ottawa","2.17888296862498","23.7829278041157","23.7829278041157","2.17888296862494"
"450","1220","Sistrurus catenatus","Massasauga (Great Lakes population)","Massasauga (Population des Grands-Lacs)","Reptiles","Reptiles","Threatened","Menacée","No schedule","Aucune Annexe","Unknown","Inconnu","Massasauga_Great_lakes_Historical","","N","","","Y","N","University of Ottawa","3.80740706513348","27.8547058332335","27.8547058332335","3.80740706513349"
"451","1213","Erynnis martialis","Mottled Duskywing (Boreal population)","Hespérie tachetée (Population Boréale)","Arthropods","Arthropodes","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Mottled_Duskywing_Boreal","","N","","","N","Y","University of Ottawa","0.561763441471157","2.84748749580144","2.84748749580144","0.561763441470956"
"452","1212","Erynnis martialis","Mottled Duskywing (Great Lakes Plains population)","Hespérie tachetée (Population des Grands-Lacs)","Arthropods","Arthropodes","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Mottled_Duskywing_great_Lakes_Plains","","N","","","N","Y","University of Ottawa","2.79262291968098","11.4874290330005","11.4874290330005","2.79262291967995"
"453","1257","Symphyotrichum nahanniense","Nahanni Aster","Aster de la Nahanni","Vascular Plants","Plantes vasculaires","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Nahanni_Aster","","N","","","N","Y","University of Ottawa","0.642728979783897","4.66573461485248","4.66573461485248","0.642728979783687"
"454","1189","Desmognathus fuscus","Northern Dusky Salamander (Carolinian population)","Salamandre sombre du Nord (Population Carolinienne)","Amphibians","Amphibiens","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Northern_Dusky_Salamander","","N","","","N","Y","University of Ottawa","7.71360624933072","31.1500600997751","31.1500610093017","7.71360641509693"
"455","1189","Desmognathus fuscus","Northern Dusky Salamander (Carolinian population)","Salamandre sombre du Nord (Population Carolinienne)","Amphibians","Amphibiens","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Northern_Dusky_Salamander_Historical","","N","","","Y","Y","University of Ottawa","3.86870814727968","15.6068055591862","15.6068055591862","3.86870814728101"
"456","1166","Efferia okanagana","Okanagan Efferia","Asile de l'Okanagan","Arthropods","Arthropodes","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Okanagan_Efferia","","N","","","N","Y","University of Ottawa","0.0134679047305326","0.625957223795834","0.625957223795834","0.0134679047312402"
"457","1156","Stylurus olivaceus","Olive Clubtail","Gomphe olive","Arthropods","Arthropodes","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Olive_Clubtail","","N","","","N","Y","University of Ottawa","0.0296432018735686","1.80952345909098","1.80952345909098","0.0296432018728279"
"458","1250","Hesperia colorado oregonia","Oregon Branded Skipper","Hespérie du Colorado","Arthropods","Arthropodes","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Oregon_Branded_Skipper","","N","","","N","Y","University of Ottawa","0.0149159684838196","0.732811793272302","0.732811793272302","0.0149159684830132"
"459","1250","Hesperia colorado oregonia","Oregon Branded Skipper","Hespérie du Colorado","Arthropods","Arthropodes","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Oregon_Branded_Skipper_Historical","","N","","","Y","Y","University of Ottawa","0.066490907107891","1.78330064408284","1.78330064408284","0.0664909071094683"
"460","1149","Leptogium polycarpum","Peacock Vinyl Lichen","Leptoge à quatre spores","Lichens","Lichens","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Peacock_Vinyl_Lichen","","N","","","N","Y","University of Ottawa","2.1162795291425","16.1780772774223","16.1780772774223","2.11627952914034"
"461","1149","Leptogium polycarpum","Peacock Vinyl Lichen","Leptoge à quatre spores","Lichens","Lichens","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Peacock_Vinyl_Lichen_Historical","","N","","","Y","Y","University of Ottawa","0.404388904144071","5.19855026022223","5.19855026022223","0.404388904143325"
"462","1278","Phalaropus lobatus","Red–necked Phalarope","Phalarope à bec étroit","Birds","Oiseaux","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Red_Necked_Phalarope","","N","","","N","N","University of Ottawa","884.556901397422","1118.79342419292","1118.79342419292","884.556901397429"
"463","1210","Stylurus amnicola","Riverine Clubtail (Great Lakes Plains population)","Gomphe riverain (Population des Grands-Lacs)","Arthropods","Arthropodes","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Riverine_Clubtail","","N","","","N","Y","University of Ottawa","0.0424566770693673","0.922768475740897","0.922768475740897","0.0424566770689943"
"464","1121","Brotherella roellii","Roell's Brotherella Moss","Brotherelle de Roell","Mosses","Mousses","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Roells_Brotherella_Moss","","N","","","N","Y","University of Ottawa","0.695954321514819","5.33760098798915","5.33760098798915","0.695954321513845"
"465","1121","Brotherella roellii","Roell's Brotherella Moss","Brotherelle de Roell","Mosses","Mousses","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Roells_Brotherella_Moss_Historical","","N","","","Y","Y","University of Ottawa","0.600156183116269","5.707061018706","5.70706101870601","0.600156183114849"
"466","1279","Lasioglossum sablense","Sable Island Sweat Bee","Halicte de l’île de Sable","Arthropods","Arthropodes","Threatened","Menacée","No schedule","Aucune Annexe","Unknown","Inconnu","Sable_Island_Sweat_Bee","","N","","","N","N","University of Ottawa","0.0065557142754642","0.587999801041801","0.587999801041801","0.00655571427551555"
"467","1114","Solidago speciosa","Showy Goldenrod (Boreal population)","Verge d'or voyante (Population Boréale)","Vascular Plants","Plantes vasculaires","Threatened","Menacée","No schedule","Aucune Annexe","Unknown","Inconnu","Showy_Goldenrod_Boreal","","N","","","N","Y","University of Ottawa","0.226110490616975","1.69629420809007","1.69629488327601","0.226110848913016"
"468","1113","Solidago speciosa","Showy Goldenrod (Great Lake population)","Verge d'or voyante (Population des Grands-Lacs)","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Showy_Goldenrod_Great_lakes","","N","","","N","N","University of Ottawa","0.317734303888983","2.05631337799626","2.05631419258252","0.317734807355127"
"469","1237","Lathyrus littoralis","Silky Beach Pea","Gesse littorale","Vascular Plants","Plantes vasculaires","Threatened","Menacée","No schedule","Aucune Annexe","Unknown","Inconnu","Silky_Beach_Pea","","N","","","N","Y","University of Ottawa","0.894960782118233","11.470950518242","11.470950518242","0.894960782115113"
"470","1082","Gomphus ventricosus","Skillet Clubtail","Gomphe ventru","Arthropods","Arthropodes","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Skillet_Clubtail","","N","","","N","Y","University of Ottawa","0.0612341300879962","1.41735225993513","1.41735225993513","0.0612341300878373"
"471","1238","Micranthes spicata","Spiked Saxifrage","Saxifrage à épis","Vascular Plants","Plantes vasculaires","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Spiked_Saxifrage","","N","","","N","Y","University of Ottawa","1.524138767978","5.6693692670286","5.6693692670286","1.52413876797786"
"472","170","Euderma maculatum","Spotted Bat","Oreillard maculé","Mammals","Mammifères","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Spotted_Bat","","N","","","N","Y","University of Ottawa","8.27652272359774","13.6353082063397","13.6353082063397","8.27652272359705"
"473","285","Clemmys guttata","Spotted Turtle","Tortue ponctuée","Reptiles","Reptiles","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Spotted_Turtle","","N","","","N","Y","University of Ottawa","11.6860805160829","42.0218562863796","42.0218600464846","11.6860829162311"
"474","1276","Rhynchospora macrostachya","Tall Beakrush","Rhynchospore à gros épillets","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Tall_Beakrush","","N","","","N","N","University of Ottawa","0.00833721799881459","0.690988325832511","0.690988325832511","0.00833721799872592"
"475","1224","Ambystoma mavortium","Western Tiger Salamander (Prairie / Boreal population)","Salamandre tigrée de l’Ouest (Population des Prairies / Boréale)","Amphibians","Amphibiens","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Tiger_Salamander_Prairie","","N","","","N","Y","University of Ottawa","74.8686836082729","42.1306977170502","42.1306977170502","74.8686836082712"
"476","1223","Ambystoma mavortium","Western Tiger Salamander (Southern Mountain population)","Salamandre tigrée de l’Ouest (Population des montagnes du Sud)","Amphibians","Amphibiens","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Tiger_Salamander_Southern_Mountains","","N","","","N","N","University of Ottawa","0.66234194923436","4.49359464060301","4.49359464060301","0.662341949234454"
"477","1274","Crossidium seriatum","Tiny Tassel","Petit pompon","Mosses","Mousses","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Tiny_Tassel","","N","","","N","N","University of Ottawa","2.42155904847368","8.52020140718552","8.52020140718552","2.42155904847354"
"478","1242","Lewisiopsis tweedyi","Tweedy's Lewisia","Léwisie de Tweedy","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Tweedy_Lewisia","","N","","","N","Y","University of Ottawa","0.00169208421448275","0.172471800845298","0.172471800845298","0.00169208421432216"
"479","820","Syntrichia laevipila","Twisted Oak Moss","Tortule à poils lisses","Mosses","Mousses","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Twisted_oak_Moss","","N","","","N","Y","University of Ottawa","0.100006087165639","2.97409763790106","2.97409934683624","0.100006160048198"
"480","1260","Aneides vagrans","Wandering Salamander","Salamandre errante","Amphibians","Amphibiens","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Wandering_Salamander","","N","","","N","Y","University of Ottawa","3.59753423960228","27.6821514395101","27.6821514395101","3.59753423960638"
